Name	Position	Rotation	Radius
a802_3	-440259,0,57474.898438	0,0	2000
a802_4	-452236,0,57513.699219	0,0	2500
a803_1	-464291,0,55033	0,0	2500
a803_2	-456345,0,57591.199219	0,0	2500
a803_3	-461027,0,60017.898438	0,0	2500
a804_1	-488633,0,66080	0,0	1800
a804_2	-479607,0,68479.796875	0,0	2500
a805_1	-482405,0,75534.796875	0,0	2500
a805_2	-503615,0,76986	0,0	1200
a805_3	-490164,0,83181.703125	0,0	1800
a1003_1	-503122,0,95228.601563	0,0	2500
a1204_1	-429538,0,73692.796875	0,0	2500
a1204_2	-423817,0,61692.300781	0,0	2500
a1202_1	-411118,0,34947	0,0	1500
a1203_1	-422003,0,50994.199219	0,0	2000
a1205_1	-412607,0,78669.796875	0,0	1000
a1301_1	-456461,0,74723.703125	0,0	2500
a1302_1	-462935,0,81778.296875	0,0	2500
a1302_2	-462624,0,86584.703125	0,0	2572.02002
a1302_3	-465687,0,88832.898438	0,0	2500
a1303_1	-454795,0,90034.5	0,0	2500
a1303_2	-451267,0,92205.101563	0,0	2500
a1305_1	-426747,0,94810	0,0	2500
a1305_2	-422235,0,94763.5	0,0	2500
a1104_1	-453399,0,23225.599609	0,0	2500
a1104_2	-449419,0,23307.699219	0,0	2000
hgu005_1	-476381,0,35558.5	0,0	1038.47998
hgu006_1	-468980,0,33684.398438	0,0	1001.619995
hcr003_1	-471927,0,30804.300781	0,0	1648.599976
hcr003_2	-474342,0,33335.601563	0,0	1557.72998
hcr003_3	-469850,0,32530.800781	0,0	415.394989
hcr003_4	-476899,0,34062.601563	0,0	882.7139893
hcr003_5	-475030,0,30077.400391	0,0	934.6380005
a409_3	-471958,0,5969.049805	0,0	2418.709961
a409_4	-466330,0,3550.340088	0,0	2093.110107
a409_5	-470004,0,10992.5	0,0	2604.76001
a409_6	-463307,0,9690.139648	0,0	1953.569946
a409_7	-460190,0,14015.900391	0,0	2976.870117
a409_8	-466795,0,15783.400391	0,0	2558.25
a408_8	-499038,0,1857.300049	0,0	2810.199951
a408_9	-493624,0,2471.280029	0,0	2357.97998
a606_5	-510226,0,16228.400391	0,0	2395.669922
a606_6	-501128,0,26241.699219	0,0	2503.340088
a606_7	-507722,0,24007.599609	0,0	1695.810059
a606_8	-494290,0,24303.699219	0,0	1722.72998
a606_9	-494371,0,19054.699219	0,0	1641.969971
a701_2	-480509,0,16443.699219	0,0	2200
a701_3	-487642,0,19297	0,0	2530.25
a701_4	-484170,0,21019.699219	0,0	2018.819946
a702_3	-488584,0,30979.199219	0,0	2584.090088
a701_5	-491559,0,21783.699219	0,0	2500
a702_4	-484116,0,31033	0,0	2557.169922
a704_3	-497308,0,45877.699219	0,0	2511.72998
a704_4	-498424,0,53924.601563	0,0	2511.72998
a704_5	-499680,0,57692.199219	0,0	2046.599976
a704_6	-495541,0,56715.398438	0,0	2511.72998
a704_7	-495663,0,49929.199219	0,0	2511.72998
a704_8	-492487,0,53428.5	0,0	3023.379883
a705_4	-482842,0,40854.199219	0,0	2511.72998
a705_5	-486982,0,42203.101563	0,0	2511.72998
a705_6	-481075,0,50389.5	0,0	2093.110107
a705_7	-478935,0,47412.699219	0,0	2000.079956
a705_8	-488470,0,58296.800781	0,0	2046.599976
a703_4	-465307,0,30435.199219	0,0	2000.079956
a703_5	-459399,0,30342.199219	0,0	2511.72998
a703_6	-459260,0,34900.5	0,0	2511.72998
a1104_3	-454981,0,17411.400391	0,0	1302.380005
a1104_4	-451929,0,19774.300781	0,0	2000
a1003_2	-505820,0,97972.898438	0,0	2511.72998
a1003_3	-502238,0,98345	0,0	2046.599976
a805_4	-496192,0,66777.703125	0,0	1744.26001
a805_5	-502394,0,69413.398438	0,0	2054.350098
a805_6	-505346,0,74195.296875	0,0	1511.689941
a805_7	-500766,0,79568.898438	0,0	1472.930054
a805_8	-500068,0,76119.203125	0,0	1007.789978
a805_9	-497665,0,77592.101563	0,0	1046.560059
a805_10	-495913,0,80390.796875	0,0	1976.829956
a805_11	-488712,0,73637.101563	0,0	1550.449951
a805_12	-484805,0,77990.796875	0,0	2519.48999
a805_13	-487238,0,89569.296875	0,0	1976.829956
a805_14	-484861,0,82400.203125	0,0	1589.209961
a805_15	-490945,0,79218.703125	0,0	1899.300049
a804_3	-475726,0,67582.5	0,0	2519.48999
a804_4	-475390,0,63612.199219	0,0	2519.48999
a804_5	-480078,0,64397.300781	0,0	2500
a801_3	-463322,0,46621.800781	0,0	2558.25
a801_4	-454329,0,45059.101563	0,0	1550.449951
a1104_5	-442236,0,23713.800781	0,0	2519.48999
a1104_6	-450200,0,21019.699219	0,0	1395.410034
a1104_7	-440724,0,29799.400391	0,0	1550.449951
a1104_8	-441887,0,32706.5	0,0	2054.350098
a1104_9	-444252,0,27900.099609	0,0	2054.350098
a802_5	-448438,0,57940.101563	0,0	2054.350098
a803_4	-460023,0,55217.699219	0,0	2500
a802_6	-451849,0,54025.199219	0,0	1744.26001
a803_5	-458400,0,51777	0,0	1589.209961
a802_7	-451384,0,49490.101563	0,0	1511.689941
a1301_2	-452585,0,76545.5	0,0	2519.48999
a1301_3	-449058,0,79297.601563	0,0	2519.48999
a1301_4	-455182,0,79336.296875	0,0	2519.48999
a1301_5	-452043,0,82786.101563	0,0	2558.25
a1302_4	-465299,0,84142.703125	0,0	2519.48999
a1302_5	-465338,0,93406.703125	0,0	2519.48999
a1302_6	-463555,0,96120	0,0	3023.379883
a1302_7	-455066,0,94608.296875	0,0	2519.48999
a1304_4	-447779,0,101392	0,0	2519.48999
a1304_5	-444523,0,97592.898438	0,0	3023.379883
a1304_6	-439814,0,99345.296875	0,0	3023.379883
a1304_7	-444457,0,94275.796875	0,0	2519.48999
a1304_8	-436988,0,96406.796875	0,0	3062.139893
a1305_3	-426096,0,100020	0,0	3023.379883
a1305_4	-420514,0,99600.898438	0,0	3023.379883
a1305_5	-418188,0,95089.101563	0,0	2511.72998
a1202_2	-411816,0,38621.601563	0,0	2511.72998
a1202_3	-416653,0,41645	0,0	2511.72998
a1202_5	-412095,0,43226.398438	0,0	2511.72998
a1204_3	-425491,0,76762.703125	0,0	2558.25
a1204_4	-421072,0,75134.796875	0,0	2558.25
a1204_5	-428747,0,69460.101563	0,0	2511.72998
a1204_6	-417816,0,65692.5	0,0	3023.379883
a1203_2	-424607,0,53366.398438	0,0	1907.060059
a1204_7	-416188,0,61599.300781	0,0	2279.169922
a1204_8	-421165,0,58855	0,0	2000.079956
a1203_3	-418840,0,47924.300781	0,0	2511.72998
a1205_2	-410281,0,76530.203125	0,0	1023.299988
e110_1	-465299,0,1348.560059	0,0	1721
e114_1	-478777,0,17430.099609	0,0	1674.48999
e115_1	-451922,0,23846.099609	0,0	1562.859985
a801_5	-460134,0,41152	0,0	2511.72998
e116_1	-477700,0,68412.5	0,0	1507.040039
e117_1	-499647,0,51894.199219	0,0	1507.040039
e122_1	-441900,0,97820	0,0	1741.469971
a1302_8	-454911,0,98406.898438	0,0	2558.25
a1302_9	-451190,0,96003.703125	0,0	2558.25
a1302_10	-452611,0,87107.898438	0,0	2584.090088
a1302_11	-451027,0,99693.898438	0,0	2558.25
a1202_7	-415162,0,45285.800781	0,0	2512.310059
a1203_4	-417831,0,51364.699219	0,0	2557.169922
a1202_8	-411040,0,50090.800781	0,0	1679.660034
a1202_9	-412590,0,52190.398438	0,0	1550.449951
a1204_9	-425274,0,71624.796875	0,0	2503.340088
a1305_6	-429774,0,96959.703125	0,0	3004
a1002_5	-507422,0,118300	0,0	2000
a1304_1	-447430,0,106275	0,0	2500
a1304_2	-451345,0,103678	0,0	2500
a1002_1	-511541,0,119323	0,0	2500
a1002_2	-503773,0,115276	0,0	2500
a1002_3	-508564,0,121416	0,0	2500
a1002_4	-495215,0,115648	0,0	2500
a1004_1	-492052,0,107787	0,0	2000
a1306_1	-462735,0,103912	0,0	2500
a1306_2	-459520,0,107596	0,0	2500
a1307_1	-440298,0,111198	0,0	2500
a1307_2	-436499,0,108911	0,0	2500
a1406_1	-417537,0,128253	0,0	3000
a1409_1	-413816,0,151650	0,0	3000
a1416_1	-415956,0,192946	0,0	3000
a1601_1	-431267,0,167518	0,0	3000
a1601_2	-452430,0,159495	0,0	3000
a1602_1	-468470,0,142393	0,0	3000
a1602_2	-471726,0,158906	0,0	3000
a1603_1	-452469,0,170302	0,0	3000
a1604_1	-477819,0,183977	0,0	3000
a1605_1	-491153,0,190969	0,0	3000
a1607_1	-443957,0,192349	0,0	3000
z002_1	-423476,0,197093	0,0	1500
a1002_6	-509448,0,112439	0,0	2511.72998
a1002_8	-501401,0,121230	0,0	2000.079956
a1002_9	-498703,0,112346	0,0	2000.079956
a1003_4	-504936,0,103694	0,0	2000.079956
a1004_2	-489494,0,111927	0,0	1814.030029
a1004_3	-488982,0,107183	0,0	1581.459961
a1306_4	-453205,0,111144	0,0	2519.48999
a1306_5	-457275,0,113059	0,0	2519.48999
a1306_6	-454019,0,114919	0,0	2519.48999
a1304_3	-444135,0,103058	0,0	2519.48999
a1307_3	-432119,0,108446	0,0	2519.48999
a1307_4	-427894,0,110307	0,0	2519.48999
a1307_5	-436558,0,113756	0,0	3023.379883
a1307_6	-431519,0,114079	0,0	3023.379883
a1307_7	-426867,0,113272	0,0	2000
a1405_3	-412142,0,103787	0,0	3023.379883
a1406_2	-413351,0,117741	0,0	3023.379883
a1406_3	-422561,0,128579	0,0	3023.379883
a1406_4	-419667,0,123537	0,0	3023.379883
a1406_5	-422340,0,134074	0,0	3069.899902
a1406_6	-425005,0,138192	0,0	2790.820068
a1406_7	-429166,0,139928	0,0	2000.079956
a1406_8	-432375,0,140998	0,0	1814.030029
a1406_9	-417909,0,134021	0,0	3069.899902
a1406_10	-420514,0,139091	0,0	3069.899902
a1416_3	-413204,0,196706	0,0	3023.379883
a1416_5	-419561,0,196163	0,0	3023.379883
a1416_6	-416486,0,199559	0,0	2500
a1602_3	-467632,0,147045	0,0	3023.379883
a1602_4	-475261,0,162534	0,0	3069.899902
a1602_5	-471726,0,164999	0,0	3069.899902
a1602_6	-467632,0,162022	0,0	3023.379883
a1602_7	-461966,0,153409	0,0	3023.379883
a1602_8	-456965,0,151006	0,0	3062.139893
a1602_9	-452275,0,149301	0,0	3023.379883
a1602_10	-447856,0,148176	0,0	3062.139893
a1602_11	-444872,0,150270	0,0	3023.379883
a1601_3	-448709,0,161743	0,0	3062.139893
a1601_4	-436034,0,171007	0,0	3062.139893
a1601_5	-437538,0,153882	0,0	3069.899902
a1601_6	-439538,0,169139	0,0	3023.379883
a1603_2	-454655,0,173837	0,0	3023.379883
a1603_3	-449213,0,178395	0,0	3069.899902
a1603_4	-461260,0,169464	0,0	3069.899902
a1603_5	-465865,0,171697	0,0	2558.25
a1603_6	-463271,0,179130	0,0	3014.080078
a1603_7	-459020,0,180581	0,0	3062.139893
a1603_8	-454485,0,179573	0,0	3023.379883
a1603_9	-458903,0,178875	0,0	1511.689941
a1603_10	-465842,0,182248	0,0	3023.379883
a1603_11	-459911,0,185310	0,0	2558.25
a1603_12	-471423,0,176317	0,0	3062.139893
a1604_2	-475803,0,189186	0,0	3062.139893
a1605_3	-493362,0,195000	0,0	3062.139893
a1605_4	-492897,0,200659	0,0	3062.139893
a1607_2	-445120,0,197466	0,0	3023.379883
a1607_3	-440236,0,190395	0,0	3023.379883
a1607_4	-436329,0,192721	0,0	3023.379883
a1603_13	-451260,0,191837	0,0	2232.649902
a1606_6	-467493,0,202489	0,0	3069.899902
a1606_7	-463539,0,200582	0,0	3069.899902
e119_1	-510630,0,120745	0,0	1562.859985
e123_1	-455964,0,114307	0,0	1607.51001
e124_1	-434232,0,114079	0,0	1540.530029
e127_1	-424063,0,136065	0,0	1540.530029
a1406_11	-409985,0,121665	0,0	2934.02002
a1405_6	-413888,0,108825	0,0	3041.689941
a1307_8	-423702,0,115145	0,0	2616.389893
TL02a_05	-420142,0,200349	0,0	1938.069946
cr201_03	-471253,0,130997	0,0	522.848999
cr201_04	-470730,0,131331	0,0	504.8200073
cr201_05	-470343,0,132043	0,0	405.6589966
cr201_06	-470090,0,131628	0,0	387.6300049
cr201_07	-469748,0,132079	0,0	486.7909851
cr201_08	-471163,0,132016	0,0	685.1129761
cr201_09	-470631,0,132593	0,0	631.0250244
cr201_10	-469739,0,132791	0,0	694.1270142
cr201_11	-468891,0,133025	0,0	468.7609863
cr201_12	-468278,0,132764	0,0	405.6589966
cr201_13	-467783,0,132557	0,0	504.8200073
cr201_14	-471974,0,131331	0,0	549.8930054
cr201_15	-471776,0,130537	0,0	504.8200073
cr201_16	-471785,0,129789	0,0	486.7909851
cr001_22	-464802,0,125627	0,0	292.9760132
gos001_02	-472097,0,124748	0,0	294.2279968
gos001_03	-472153,0,125223	0,0	269.1870117
gos001_04	-472266,0,125655	0,0	287.9679871
gos001_05	-472172,0,126006	0,0	313.0079956
gos001_06	-471896,0,126381	0,0	287.9679871
gos001_07	-471608,0,126632	0,0	275.446991
gos001_08	-471871,0,127007	0,0	294.2279968
gos001_09	-472222,0,126682	0,0	325.5289917
gos001_10	-472641,0,126237	0,0	281.7070007
gos001_11	-472767,0,125768	0,0	281.7070007
gos001_12	-472716,0,125204	0,0	313.0079956
gos001_13	-472541,0,124823	0,0	256.6669922
gos001_14	-472454,0,124341	0,0	306.7479858
gos001_15	-472147,0,124040	0,0	281.7070007
gos001_16	-471809,0,123771	0,0	275.446991
gos001_17	-472547,0,123765	0,0	281.7070007
gos001_18	-472917,0,124121	0,0	275.446991
gos001_19	-472911,0,124553	0,0	262.927002
gos001_20	-473142,0,124967	0,0	275.446991
gos001_21	-473161,0,125417	0,0	250.4069977
gos001_22	-473217,0,125787	0,0	300.4880066
ep001_01	-462620,0,126702	0,0	182.5879974
ep001_02	-462374,0,126645	0,0	208.6719971
cr001_23	-464890,0,125253	0,0	138.3699951
cr001_24	-464702,0,125281	0,0	113.211998
cr001_25	-464842,0,125022	0,0	125.7910004
cr001_26	-464515,0,125374	0,0	123.2750015
cr002_25	-464722,0,125105	0,0	175.2850037
cr002_26	-464478,0,125130	0,0	162.7640076
cr002_27	-464252,0,125293	0,0	175.2850037
cr001_27	-463898,0,125539	0,0	198.2389984
cr001_28	-463606,0,125763	0,0	213.8890076
cr001_29	-463856,0,125121	0,0	234.7559967
cr001_30	-464258,0,124647	0,0	239.9730072
cr001_31	-463809,0,124657	0,0	250.4069977
cr001_32	-463392,0,124876	0,0	271.2739868
cr001_33	-463397,0,125366	0,0	276.4909973
ECR001_01	-474413,0,125994	0,0	1000
ECR001_02	-474419,0,127114	0,0	1000
ECR001_03	-475496,0,127183	0,0	1000
ECR001_04	-473849,0,127452	0,0	1000
ECR001_05	-474688,0,128097	0,0	1000
a1421_1	-428794,0,221653	0,0	3000
a1605_2	-495287,0,208869	0,0	3000
a1606_1	-474935,0,209419	0,0	3000
a1608_2	-450329,0,205326	0,0	3000
a1416_8	-410569,0,207987	0,0	3062.139893
a1421_2	-425677,0,225746	0,0	3062.139893
a1421_3	-424282,0,220722	0,0	2441.959961
a1421_4	-420616,0,223448	0,0	3023.379883
a1605_5	-491734,0,205970	0,0	3023.379883
a1605_6	-490068,0,210040	0,0	3023.379883
a1605_7	-486346,0,207598	0,0	3062.139893
a1606_2	-472842,0,213978	0,0	3069.899902
a1606_3	-469819,0,209652	0,0	3069.899902
a1606_4	-471958,0,205187	0,0	3023.379883
a1606_5	-466330,0,207605	0,0	3023.379883
a1608_3	-455648,0,222559	0,0	2403.199951
a1416_9	-415760,0,207652	0,0	2958.26001
e131_1	-427631,0,224025	0,0	1730.310059
a1422_1	-411574,0,217085	0,0	2567.550049
TL02a_01	-424871,0,210427	0,0	1821.780029
TL02a_02	-422623,0,211706	0,0	1395.410034
TL02a_03	-424367,0,213334	0,0	1666.73999
TL02a_04	-421499,0,213954	0,0	1705.5
gcr001_21	-454615,0,444217	0,0	1803.47998
gcr001_22	-457737,0,440852	0,0	1803.47998
Thr_a_01	-428999,0,628119	0,0	1453.550049
Thr_a_02	-424897,0,631317	0,0	1259.73999
Thr_a_03	-431745,0,630025	0,0	872.1300049
Thr_a_04	-432229,0,633901	0,0	1001.330017
Thr_a_05	-436299,0,633352	0,0	1615.060059
Thr_a_06	-438205,0,634708	0,0	1065.939941
Thr_a_07	-436461,0,636937	0,0	839.8289795
Thr_a_08	-435815,0,639360	0,0	969.03302
Thr_a_09	-433231,0,640943	0,0	1195.140015
Thr_a_10	-423992,0,641847	0,0	1292.040039
Thr_a_11	-422216,0,648339	0,0	1130.540039
Thr_a_12	-422991,0,649858	0,0	1195.140015
Thr_a_13	-427933,0,651085	0,0	1162.839966
Thr_a_14	-429096,0,652571	0,0	1324.349976
Thr_a_15	-430743,0,653346	0,0	1227.439941
Thr_a_16	-430388,0,657158	0,0	1324.349976
Thr_a_17	-434329,0,654477	0,0	1259.73999
Thr_a_18	-436138,0,655252	0,0	1259.73999
Thr_a_19	-435718,0,660033	0,0	1065.939941
Thr_a_20	-435169,0,658547	0,0	936.7319946
Thr_b_01	-441209,0,651117	0,0	1098.23999
Thr_b_02	-442146,0,649470	0,0	1195.140015
Thr_b_03	-444568,0,647080	0,0	1065.939941
Thr_b_04	-447798,0,644302	0,0	1162.839966
Thr_b_05	-449058,0,642751	0,0	1227.439941
Thr_b_06	-450932,0,640297	0,0	1292.040039
Thr_b_07	-452514,0,638875	0,0	1292.040039
Thr_b_08	-455292,0,640813	0,0	1162.839966
Thr_b_09	-461429,0,633869	0,0	1130.540039
Thr_b_10	-462786,0,633578	0,0	1162.839966
Thr_b_11	-464401,0,632867	0,0	1195.140015
Thr_b_12	-463852,0,636744	0,0	1356.650024
Thr_b_13	-462140,0,637454	0,0	969.03302
Thr_b_14	-465467,0,635581	0,0	1001.330017
Thr_b_15	-465725,0,636937	0,0	807.5280151
Thr_b_16	-469246,0,635290	0,0	1841.160034
Thr_b_17	-471217,0,634353	0,0	1033.640015
Thr_b_18	-471540,0,635839	0,0	1001.330017
Thr_b_19	-473348,0,637196	0,0	839.8289795
Thr_b_20	-477031,0,639554	0,0	807.5280151
Thr_b_21	-478161,0,640264	0,0	904.4310303
Thr_b_22	-479098,0,641104	0,0	969.03302
Thr_b_23	-479357,0,642332	0,0	969.03302
Thr_b_24	-478549,0,636905	0,0	1065.939941
Thr_b_25	-481230,0,639198	0,0	872.1300049
Thr_b_26	-481779,0,640361	0,0	872.1300049
Thr_b_27	-482296,0,642622	0,0	969.03302
Thr_b_28	-482393,0,645949	0,0	807.5280151
Thr_b_29	-480099,0,647435	0,0	839.8289795
Thr_b_30	-479938,0,648695	0,0	872.1300049
Thr_b_31	-479486,0,651344	0,0	1033.640015
Thr_b_32	-478517,0,652636	0,0	1292.040039
Thr_b_33	-477225,0,653411	0,0	969.03302
Thr_b_34	-484719,0,653023	0,0	969.03302
Thr_b_35	-483233,0,653605	0,0	1259.73999
Thr_b_36	-481456,0,654121	0,0	1098.23999
Thr_b_37	-476256,0,656964	0,0	1130.540039
Thr_b_38	-477742,0,656576	0,0	936.7319946
Thr_b_39	-474931,0,657642	0,0	872.1300049
Thr_b_40	-473865,0,658321	0,0	969.03302
Thr_b_41	-472670,0,659096	0,0	1065.939941
Thr_b_42	-471411,0,656383	0,0	936.7319946
Thr_b_43	-470054,0,656350	0,0	904.4310303
Thr_b_44	-478743,0,658708	0,0	678.322998
Thr_b_45	-477774,0,660679	0,0	1227.439941
Thr_b_46	-476676,0,659580	0,0	678.322998
Thr_b_47	-475610,0,661228	0,0	1518.150024
Thr_b_48	-470280,0,662778	0,0	1711.959961
Thr_b_49	-469214,0,659354	0,0	1388.949951
Thr_b_50	-467050,0,659387	0,0	1421.25
Thr_b_51	-465532,0,658224	0,0	1065.939941
Thr_b_52	-467373,0,655284	0,0	1098.23999
Thr_b_53	-465919,0,654315	0,0	1227.439941
Thr_b_54	-464078,0,652313	0,0	1098.23999
Thr_b_55	-463174,0,651182	0,0	1001.330017
Thr_b_56	-462980,0,649761	0,0	872.1300049
Thr_b_57	-459725,0,656183	0,0	1953.569946
Thr_b_58	-461493,0,658136	0,0	1441.920044
Thr_b_59	-462423,0,656043	0,0	1488.430054
Thr_b_60	-460841,0,654229	0,0	1348.890015
Thr_b_61	-460283,0,651299	0,0	1069.810059
Thr_b_62	-460144,0,649903	0,0	1116.329956
Thr_b_63	-460237,0,647159	0,0	976.7849731
Thr_b_64	-460795,0,642136	0,0	1162.839966
Thr_b_65	-460516,0,643577	0,0	976.7849731
Thr_b_66	-462004,0,641205	0,0	930.2719727
Thr_b_67	-464469,0,640833	0,0	1023.299988
Thr_b_68	-470935,0,643670	0,0	1674.48999
Thr_b_69	-471679,0,641298	0,0	1302.380005
Thr_b_70	-473167,0,642368	0,0	1162.839966
Thr_b_71	-468981,0,642322	0,0	1255.869995
Thr_b_72	-475679,0,643717	0,0	1395.410034
Thr_b_73	-474284,0,645159	0,0	1209.349976
Thr_b_74	-474144,0,648136	0,0	1488.430054
Thr_b_75	-476470,0,647392	0,0	1348.890015
Thr_b_76	-474749,0,650043	0,0	1209.349976
Thr_b_77	-471167,0,646926	0,0	1302.380005
Thr_b_78	-471074,0,648740	0,0	1162.839966
Thr_b_79	-468330,0,646043	0,0	1674.48999
Thr_b_80	-466749,0,643345	0,0	976.7849731
Thr_b_81	-465911,0,647252	0,0	1162.839966
Thr_b_82	-468051,0,649252	0,0	1348.890015
Thr_b_83	-468051,0,651066	0,0	976.7849731
Thr_b_84	-466423,0,649764	0,0	1023.299988
Thr_b_85	-466376,0,662741	0,0	1255.869995
Thr_b_86	-464562,0,662462	0,0	1348.890015
Thr_b_87	-462609,0,662043	0,0	1255.869995
Thr_b_88	-459213,0,661160	0,0	1162.839966
Thr_b_89	-457725,0,660555	0,0	1255.869995
Thr_b_90	-456097,0,659113	0,0	1395.410034
Thr_b_91	-452981,0,658369	0,0	883.7579956
Thr_b_92	-451585,0,657997	0,0	1162.839966
Thr_b_93	-448794,0,657718	0,0	1116.329956
Thr_b_94	-447538,0,656787	0,0	1023.299988
Thr_b_95	-446701,0,655857	0,0	930.2719727
Thr_b_96	-443771,0,653066	0,0	1302.380005
Thr_b_97	-444655,0,651531	0,0	1069.810059
Thr_b_98	-445073,0,654322	0,0	883.7579956
Thr_b_99	-467599,0,665782	0,0	710.6240234
Thr_c_01	-470726,0,629980	0,0	1899.300049
Thr_c_02	-467974,0,630639	0,0	1821.780029
Thr_c_03	-469020,0,628119	0,0	1279.119995
Thr_c_04	-474214,0,632616	0,0	1085.319946
Thr_c_05	-472741,0,626956	0,0	1434.170044
Thr_c_06	-476036,0,624592	0,0	1085.319946
Thr_c_07	-485726,0,625445	0,0	1240.359985
Thr_c_08	-487470,0,629321	0,0	1744.26001
Thr_c_09	-485416,0,629670	0,0	1046.560059
Thr_c_10	-489021,0,631375	0,0	1783.02002
Thr_c_11	-489525,0,625367	0,0	969.03302
Thr_c_12	-489641,0,627150	0,0	969.03302
Thr_c_13	-492044,0,630057	0,0	1817.890015
Thr_c_14	-491579,0,632112	0,0	1007.789978
Thr_c_15	-494292,0,628313	0,0	1124.079956
Thr_c_16	-495223,0,626569	0,0	1395.410034
Thr_c_17	-495921,0,629941	0,0	1511.689941
Thr_c_18	-497820,0,628158	0,0	1589.209961
Thr_c_19	-495572,0,632770	0,0	1821.780029
Thr_c_20	-495339,0,636840	0,0	1666.73999
Thr_c_21	-496076,0,638972	0,0	1279.119995
Thr_c_22	-494486,0,638430	0,0	1317.890015
Thr_c_23	-493091,0,636569	0,0	1395.410034
Thr_c_24	-501541,0,634127	0,0	2170.629883
Thr_c_25	-500688,0,636569	0,0	1124.079956
Thr_c_26	-499138,0,636104	0,0	1395.410034
Thr_c_27	-498905,0,634166	0,0	1046.560059
Thr_c_28	-499138,0,641143	0,0	1899.300049
Thr_c_29	-501657,0,641686	0,0	1085.319946
Thr_c_30	-497006,0,643895	0,0	1162.839966
Thr_c_31	-500688,0,645019	0,0	1472.930054
Thr_c_32	-503905,0,640755	0,0	1434.170044
Thr_c_33	-497238,0,649399	0,0	1666.73999
Thr_c_34	-495572,0,651143	0,0	1201.599976
Thr_c_35	-495921,0,653120	0,0	1162.839966
Thr_c_36	-493130,0,648585	0,0	1356.650024
Thr_c_37	-490998,0,649360	0,0	1627.97998
Thr_c_38	-488788,0,649515	0,0	1511.689941
Thr_c_39	-485416,0,649670	0,0	1434.170044
Thr_c_40	-483439,0,648818	0,0	1705.5
Thr_d_01	-492564,0,653513	0,0	1507.040039
Thr_d_02	-499373,0,657922	0,0	1753.569946
Thr_d_03	-496094,0,659388	0,0	1095.410034
Thr_d_04	-496700,0,662753	0,0	1530.310059
Thr_d_05	-499840,0,660779	0,0	1195.410034
Thr_d_06	-499459,0,666319	0,0	1765.199951
Thr_d_07	-496767,0,668405	0,0	1697.75
Thr_d_08	-499526,0,670402	0,0	1588.469971
Thr_d_09	-496537,0,673023	0,0	1418.670044
Thr_d_10	-499325,0,674877	0,0	1844.290039
Thr_d_11	-496303,0,676788	0,0	1451.219971
Thr_d_12	-497866,0,678965	0,0	1786.119995
Thr_d_13	-495072,0,682805	0,0	1597.75
Thr_d_14	-499330,0,682896	0,0	1586.119995
Thr_d_15	-497216,0,685319	0,0	1397.75
Thr_d_16	-502331,0,688621	0,0	1730.310059
Thr_d_17	-499317,0,688510	0,0	1721.02002
Thr_d_18	-496241,0,688842	0,0	1530.310059
Thr_d_19	-497915,0,691217	0,0	1553.569946
Thr_d_20	-495564,0,692422	0,0	995.4099731
Thr_d_21	-493122,0,690463	0,0	1172.140015
Thr_d_22	-493568,0,685998	0,0	1283.780029
Thr_d_23	-502834,0,692305	0,0	1786.119995
Thr_d_24	-498703,0,693645	0,0	1451.219971
Thr_d_25	-495986,0,695332	0,0	1409.390015
Thr_d_26	-492284,0,695822	0,0	1562.859985
Thr_d_27	-498517,0,697674	0,0	1721.02002
Thr_d_28	-502778,0,697775	0,0	1618.670044
Thr_d_29	-497359,0,700365	0,0	1241.939941
Thr_d_30	-495071,0,702411	0,0	1721.02002
Thr_d_31	-492954,0,700678	0,0	1451.219971
Thr_d_32	-494964,0,704864	0,0	1841.939941
Thr_d_33	-500824,0,704306	0,0	1897.75
Thr_d_34	-503224,0,703078	0,0	1395.410034
Thr_d_35	-490738,0,687767	0,0	1441.939941
Thr_d_36	-488127,0,685264	0,0	1374.48999
Thr_d_37	-488100,0,687956	0,0	1230.310059
Thr_d_38	-484414,0,686109	0,0	1060.51001
Thr_d_39	-483466,0,682202	0,0	1227.959961
Thr_d_40	-483019,0,680416	0,0	1060.51001
Thr_d_41	-478107,0,671653	0,0	1897.75
Thr_d_42	-478833,0,673997	0,0	1395.410034
Thr_d_43	-474702,0,675114	0,0	1841.939941
Thr_d_44	-472470,0,674444	0,0	1218.670044
Thr_d_45	-472414,0,667132	0,0	1841.939941
Thr_d_46	-476321,0,666127	0,0	1451.219971
Thr_d_47	-476209,0,667858	0,0	1283.780029
Thr_d_48	-474981,0,669197	0,0	1116.329956
Thr_d_49	-473530,0,670927	0,0	1116.329956
Thr_d_50	-468116,0,669365	0,0	1116.329956
Thr_e_01	-462702,0,667746	0,0	1618.670044
Thr_e_02	-455551,0,684258	0,0	1001.330017
Thr_e_03	-454259,0,684161	0,0	710.6240234
Thr_e_04	-452999,0,683838	0,0	904.4310303
Thr_e_05	-447702,0,686293	0,0	775.2260132
Thr_e_06	-447863,0,687456	0,0	969.03302
Thr_e_07	-447928,0,688942	0,0	1130.540039
Thr_e_08	-448606,0,694562	0,0	839.8289795
Thr_e_09	-460304,0,701592	0,0	1356.650024
Thr_e_10	-450415,0,696953	0,0	872.1300049
Thr_e_11	-454032,0,695822	0,0	1195.140015
Thr_e_12	-460354,0,699626	0,0	1259.73999
Thr_e_13	-458241,0,701794	0,0	1259.73999
