GroupName	Name	TotalMobCount	Spawntime	MobTID	MobLV	Rate	MaxMobCount	MobAITID	SiegeWarType	IsBoss
dr010	dr010_02	7	8	451	10	10000	0	4511	0	0
dr010	dr010_03	7	8	451	10	10000	0	4510	0	0
dr010	dr010_04	6	8	451	10	10000	0	4510	0	0
dr010	dr010_05	6	8	451	10	10000	0	4511	0	0
dr010	dr010_06	7	8	451	10	10000	0	4510	0	0
dr010	dr010_07	8	8	641	10	10000	0	6410	0	0
dr010	dr010_08	8	8	641	10	10000	0	6411	0	0
dr010	dr010_09	8	8	641	10	10000	0	6410	0	0
dr010	dr010_10	8	8	641	10	10000	0	6410	0	0
dr010	dr010_11	8	8	641	10	10000	0	6411	0	0
dr010	dr010_12	8	8	451	10	10000	0	4510	0	0
dr010	dr010_13	8	8	641	10	10000	0	6410	0	0
dr010	dr010_14	8	8	451	10	10000	0	4511	0	0
dr011	dr011_01	7	8	299	11	10000	0	2990	0	0
dr011	dr011_02	6	8	299	11	10000	0	2990	0	0
dr011	dr011_03	6	8	299	11	10000	0	2991	0	0
dr011	dr011_04	5	8	299	11	10000	0	2990	0	0
dr011	dr011_05	5	8	299	11	10000	0	2990	0	0
dr011	dr011_06	5	8	299	11	10000	0	2991	0	0
dr011	dr011_07	3	30	475	11	10000	0	4750	0	0
dr011	dr011_08	6	8	714	11	10000	0	7140	0	0
dr011	dr011_09	6	8	714	11	10000	0	7141	0	0
dr011	dr011_10	3	30	475	11	10000	0	4750	0	0
dr011	dr011_11	5	8	714	11	10000	0	7140	0	0
dr011	dr011_12	6	8	714	11	10000	0	7141	0	0
dr011	dr011_13	3	30	475	11	10000	0	4750	0	0
dr011	dr011_14	6	8	714	11	10000	0	7140	0	0
dr011	dr011_15	6	8	714	11	10000	0	7141	0	0
dr011	dr011_16	3	30	475	11	10000	0	4750	0	0
dr011	dr011_17	6	8	714	11	10000	0	7140	0	0
dr011	dr011_18	6	8	714	11	10000	0	7141	0	0
dr012	dr012_01	6	8	478	12	10000	0	4780	0	0
dr012	dr012_02	5	8	478	12	10000	0	4780	0	0
dr012	dr012_03	5	8	470	12	10000	0	4701	0	0
dr012	dr012_04	6	8	470	12	10000	0	4700	0	0
dr012	dr012_05	6	8	470	12	10000	0	4700	0	0
dr012	dr012_06	6	8	478	12	10000	0	4781	0	0
dr012	dr012_07	6	8	478	12	10000	0	4780	0	0
dr012	dr012_08	5	8	470	12	10000	0	4700	0	0
dr012	dr012_09	4	8	470	12	10000	0	4701	0	0
dr012	dr012_10	4	8	470	12	10000	0	4700	0	0
dr012	dr012_11	4	8	478	12	10000	0	4780	0	0
dr012	dr012_12	5	8	478	12	10000	0	4781	0	0
dr012	dr012_13	5	8	470	12	10000	0	4700	0	0
dr012	dr012_14	5	8	470	12	10000	0	4700	0	0
dr012	dr012_15	5	8	478	12	10000	0	4781	0	0
dr012	dr012_16	5	8	643	12	10000	0	6430	0	0
dr012	dr012_17	5	8	643	12	10000	0	6430	0	0
dr012	dr012_18	5	8	643	12	10000	0	6431	0	0
dr012	dr012_19	5	8	643	12	10000	0	6430	0	0
dr013	dr013_01	4	8	644	13	10000	0	6440	0	0
dr013	dr013_02	5	8	644	13	10000	0	6441	0	0
dr013	dr013_03	3	30	479	13	10000	0	4790	0	0
dr013	dr013_04	5	8	644	13	10000	0	6440	0	0
dr013	dr013_05	6	8	508	13	10000	0	5081	0	0
dr013	dr013_06	5	8	508	13	10000	0	5080	0	0
dr013	dr013_07	3	30	479	13	10000	0	4790	0	0
dr013	dr013_08	6	8	508	13	10000	0	5081	0	0
dr013	dr013_09	5	8	508	13	10000	0	5080	0	0
dr013	dr013_10	5	8	508	13	10000	0	5080	0	0
dr013	dr013_11	5	8	644	13	10000	0	6441	0	0
dr013	dr013_12	5	8	508	13	10000	0	5080	0	0
dr013	dr013_13	3	30	479	13	10000	0	4790	0	0
dr013	dr013_14	5	8	508	13	10000	0	5081	0	0
dr013	dr013_15	5	8	508	13	10000	0	5080	0	0
dr013	dr013_16	3	30	479	13	10000	0	4790	0	0
dr013	dr013_17	5	8	508	13	10000	0	5081	0	0
dr014	dr014_01	5	9	645	14	10000	0	6450	0	0
dr014	dr014_02	5	9	286	14	10000	0	2860	0	0
dr014	dr014_03	5	9	286	14	10000	0	2861	0	0
dr014	dr014_04	6	9	286	14	10000	0	2860	0	0
dr014	dr014_05	6	9	286	14	10000	0	2860	0	0
dr014	dr014_06	5	9	645	14	10000	0	6451	0	0
dr014	dr014_07	5	9	645	14	10000	0	6450	0	0
dr014	dr014_08	7	9	477	14	10000	0	4770	0	0
dr014	dr014_09	5	9	645	14	10000	0	6451	0	0
dr014	dr014_10	4	9	477	14	10000	0	4770	0	0
dr014	dr014_11	4	9	645	14	10000	0	6450	0	0
dr014	dr014_12	3	9	477	14	10000	0	4771	0	0
dr014	dr014_13	3	9	645	14	10000	0	6450	0	0
dr014	dr014_14	3	9	477	14	10000	0	4770	0	0
dr015	dr015_01	4	9	1742	15	10000	0	17421	0	0
dr015	dr015_02	4	9	1742	15	10000	0	17420	0	0
dr015	dr015_03	4	9	1742	15	10000	0	17420	0	0
dr015	dr015_04	4	9	509	15	10000	0	5091	0	0
dr015	dr015_05	4	9	509	15	10000	0	5090	0	0
dr015	dr015_06	3	9	509	15	10000	0	5090	0	0
dr015	dr015_07	6	9	647	15	10000	0	6471	0	0
dr015	dr015_08	5	9	647	15	10000	0	6470	0	0
dr015	dr015_09	6	9	647	15	10000	0	6470	0	0
dr015	dr015_10	5	9	647	15	10000	0	6471	0	0
dr015	dr015_11	5	9	1742	15	10000	0	17420	0	0
dr015	dr015_12	5	9	509	15	10000	0	5090	0	0
dr015	dr015_13	5	9	1742	15	10000	0	17421	0	0
dr015	dr015_14	5	9	1742	15	10000	0	17420	0	0
dr015	dr015_15	5	9	509	15	10000	0	5090	0	0
dr015	dr015_16	5	9	509	15	10000	0	5091	0	0
dr015	dr015_17	1	60	484	15	10000	0	4840	0	0
dr015	dr015_18	1	60	484	15	10000	0	4840	0	0
dr016	dr016_01	4	9	804	16	10000	0	8041	0	0
dr016	dr016_02	4	9	804	16	10000	0	8040	0	0
dr016	dr016_03	4	9	1743	16	10000	0	17430	0	0
dr016	dr016_04	4	9	1743	16	10000	0	17431	0	0
dr016	dr016_05	4	9	1743	16	10000	0	17430	0	0
dr016	dr016_06	4	9	804	16	10000	0	8040	0	0
dr016	dr016_07	5	9	804	16	10000	0	8041	0	0
dr016	dr016_08	5	9	804	16	10000	0	8040	0	0
dr016	dr016_09	3	30	126	16	10000	0	1260	0	0
dr016	dr016_10	3	30	126	16	10000	0	1261	0	0
dr016	dr016_11	5	9	1743	16	10000	0	17430	0	0
dr016	dr016_12	5	9	804	16	10000	0	8040	0	0
dr016	dr016_13	5	9	804	16	10000	0	8041	0	0
dr016	dr016_14	5	9	804	16	10000	0	8040	0	0
dr016	dr016_15	5	9	1743	16	10000	0	17430	0	0
dr016	dr016_16	5	9	1743	16	10000	0	17431	0	0
dr016	dr016_17	5	9	1743	16	10000	0	17430	0	0
dr016	dr016_18	3	30	126	16	10000	0	1260	0	0
dr017	dr017_01	5	9	1758	17	10000	0	17581	0	0
dr017	dr017_02	5	9	1758	17	10000	0	17580	0	0
dr017	dr017_03	5	9	1758	17	10000	0	17580	0	0
dr017	dr017_04	5	9	1758	17	10000	0	17581	0	0
dr017	dr017_05	6	9	1758	17	10000	0	17580	0	0
dr017	dr017_06	5	9	1758	17	10000	0	17580	0	0
dr017	dr017_07	6	9	805	17	10000	0	8051	0	0
dr017	dr017_08	5	9	805	17	10000	0	8050	0	0
dr017	dr017_09	5	9	805	17	10000	0	8050	0	0
dr017	dr017_10	5	9	805	17	10000	0	8051	0	0
dr017	dr017_11	3	30	515	17	10000	0	5150	0	0
dr017	dr017_12	3	30	515	17	10000	0	5150	0	0
dr017	dr017_13	3	30	515	17	10000	0	5151	0	0
dr018	dr018_01	6	10	1744	18	10000	0	17440	0	0
dr018	dr018_02	6	10	1744	18	10000	0	17440	0	0
dr018	dr018_03	6	10	1744	18	10000	0	17441	0	0
dr018	dr018_04	5	10	1734	18	10000	0	17340	0	0
dr018	dr018_05	5	10	1744	18	10000	0	17440	0	0
dr018	dr018_06	6	10	1744	18	10000	0	17441	0	0
dr018	dr018_07	5	10	1734	18	10000	0	17340	0	0
dr018	dr018_08	4	10	1734	18	10000	0	17340	0	0
dr018	dr018_09	4	10	1734	18	10000	0	17341	0	0
dr018	dr018_10	3	10	1734	18	10000	0	17340	0	0
dr018	dr018_11	4	10	768	18	10000	0	7680	0	0
dr018	dr018_12	5	10	768	18	10000	0	7681	0	0
dr018	dr018_13	6	10	768	18	10000	0	7680	0	0
dr018	dr018_14	7	10	768	18	10000	0	7680	0	0
dr019	dr019_01	4	10	1733	19	10000	0	17331	0	0
dr019	dr019_02	4	10	1733	19	10000	0	17330	0	0
dr019	dr019_03	5	10	1733	19	10000	0	17330	0	0
dr019	dr019_04	5	10	1733	19	10000	0	17331	0	0
dr019	dr019_05	5	10	1759	19	10000	0	17590	0	0
dr019	dr019_06	5	10	1759	19	10000	0	17590	0	0
dr019	dr019_07	5	10	1759	19	10000	0	17591	0	0
dr019	dr019_08	5	10	125	19	10000	0	1250	0	0
dr019	dr019_09	5	10	125	19	10000	0	1250	0	0
dr019	dr019_10	6	10	125	19	10000	0	1251	0	0
dr019	dr019_11	7	10	1759	19	10000	0	17590	0	0
dr019	dr019_12	4	10	1733	19	10000	0	17330	0	0
dr020	dr020_01	5	10	1757	20	10000	0	17571	0	0
dr020	dr020_02	3	30	1735	20	10000	0	17350	0	0
dr020	dr020_03	6	10	1757	20	10000	0	17570	0	0
dr020	dr020_04	5	10	1757	20	10000	0	17571	0	0
dr020	dr020_05	3	30	1735	20	10000	0	17350	0	0
dr020	dr020_06	3	30	1735	20	10000	0	17350	0	0
dr020	dr020_07	6	10	649	20	10000	0	6491	0	0
dr020	dr020_08	6	10	649	20	10000	0	6490	0	0
dr020	dr020_09	8	10	649	20	10000	0	6490	0	0
dr020	dr020_10	7	10	649	20	10000	0	6491	0	0
dr020	dr020_11	7	10	1757	20	10000	0	17570	0	0
dr020	dr020_12	3	30	1735	20	10000	0	17350	0	0
dr020	dr020_13	1	60	485	20	10000	0	4851	0	0
dr020	dr020_14	1	60	485	20	10000	0	4850	0	0
dr021	dr021_01	6	10	454	21	10000	0	4540	0	0
dr021	dr021_02	6	10	454	21	10000	0	4541	0	0
dr021	dr021_03	6	10	454	21	10000	0	4540	0	0
dr021	dr021_04	6	10	80	21	10000	0	800	0	0
dr021	dr021_05	8	10	80	21	10000	0	801	0	0
dr021	dr021_06	7	10	1739	21	10000	0	17390	0	0
dr021	dr021_07	10	10	1739	21	10000	0	17390	0	0
dr021	dr021_08	7	10	1739	21	10000	0	17391	0	0
dr021	dr021_09	6	10	1739	21	10000	0	17390	0	0
dr021	dr021_10	7	10	1739	21	10000	0	17390	0	0
dr021	dr021_11	6	10	80	21	10000	0	801	0	0
dr021	dr021_12	6	10	80	21	10000	0	800	0	0
dr022	dr022_01	6	11	496	22	10000	0	4960	0	0
dr022	dr022_02	6	11	1740	22	10000	0	17401	0	0
dr022	dr022_03	3	30	517	22	10000	0	5170	0	0
dr022	dr022_04	7	11	496	22	10000	0	4960	0	0
dr022	dr022_05	6	11	496	22	10000	0	4961	0	0
dr022	dr022_06	7	11	1740	22	10000	0	17400	0	0
dr022	dr022_07	6	11	1740	22	10000	0	17400	0	0
dr022	dr022_08	3	30	517	22	10000	0	5171	0	0
dr022	dr022_09	6	11	496	22	10000	0	4960	0	0
dr022	dr022_10	6	11	1740	22	10000	0	17400	0	0
dr022	dr022_11	3	30	517	22	10000	0	5171	0	0
dr022	dr022_12	7	11	1740	22	10000	0	17400	0	0
dr023	dr023_01	8	11	738	23	10000	0	7380	0	0
dr023	dr023_02	6	11	738	23	10000	0	7381	0	0
dr023	dr023_03	8	11	738	23	10000	0	7380	0	0
dr023	dr023_04	6	11	1741	23	10000	0	17410	0	0
dr023	dr023_05	6	11	1741	23	10000	0	17411	0	0
dr023	dr023_06	6	11	511	23	10000	0	5110	0	0
dr023	dr023_07	6	11	1741	23	10000	0	17410	0	0
dr023	dr023_08	6	11	1741	23	10000	0	17411	0	0
dr023	dr023_09	6	11	511	23	10000	0	5110	0	0
dr023	dr023_10	5	11	511	23	10000	0	5110	0	0
dr023	dr023_11	4	11	1741	23	10000	0	17411	0	0
dr024	dr024_01	5	11	18	24	10000	0	180	0	0
dr024	dr024_02	5	11	18	24	10000	0	180	0	0
dr024	dr024_03	5	11	18	24	10000	0	181	0	0
dr024	dr024_04	4	11	18	24	10000	0	180	0	0
dr024	dr024_05	6	11	721	24	10000	0	7210	0	0
dr024	dr024_06	6	11	721	24	10000	0	7211	0	0
dr024	dr024_07	5	11	78	24	10000	0	780	0	0
dr024	dr024_08	5	11	78	24	10000	0	780	0	0
dr024	dr024_09	4	11	721	24	10000	0	7211	0	0
dr024	dr024_10	4	11	721	24	10000	0	7210	0	0
dr024	dr024_11	5	11	78	24	10000	0	780	0	0
dr024	dr024_12	4	11	721	24	10000	0	7211	0	0
dr024	dr024_13	1	60	34	24	10000	0	340	0	0
dr024	dr024_14	1	60	34	24	10000	0	340	0	0
dr025	dr025_01	5	11	39	25	10000	0	391	0	0
dr025	dr025_02	4	11	39	25	10000	0	390	0	0
dr025	dr025_03	3	30	512	25	10000	0	5120	0	0
dr025	dr025_04	4	11	39	25	10000	0	391	0	0
dr025	dr025_05	5	11	39	25	10000	0	390	0	0
dr025	dr025_06	3	30	512	25	10000	0	5120	0	0
dr025	dr025_07	7	11	518	25	10000	0	5181	0	0
dr025	dr025_08	6	11	518	25	10000	0	5180	0	0
dr025	dr025_09	3	30	512	25	10000	0	5120	0	0
dr025	dr025_10	6	11	518	25	10000	0	5181	0	0
dr026	dr026_01	6	12	283	26	10000	0	2830	0	0
dr026	dr026_02	6	12	497	26	10000	0	4970	0	0
dr026	dr026_03	4	12	283	26	10000	0	2831	0	0
dr026	dr026_04	4	12	283	26	10000	0	2830	0	0
dr026	dr026_05	4	12	283	26	10000	0	2830	0	0
dr026	dr026_06	6	12	327	26	10000	0	3271	0	0
dr026	dr026_07	6	12	327	26	10000	0	3270	0	0
dr026	dr026_08	6	12	327	26	10000	0	3270	0	0
dr026	dr026_09	6	12	497	26	10000	0	4971	0	0
dr026	dr026_10	5	12	497	26	10000	0	4970	0	0
dr026	dr026_11	5	12	497	26	10000	0	4970	0	0
dr027	dr027_01	6	12	472	27	10000	0	4721	0	0
dr027	dr027_02	5	12	472	27	10000	0	4720	0	0
dr027	dr027_03	5	12	472	27	10000	0	4720	0	0
dr027	dr027_04	5	12	472	27	10000	0	4721	0	0
dr027	dr027_05	3	12	480	27	10000	0	4800	0	0
dr027	dr027_06	3	30	307	27	10000	0	3070	0	0
dr027	dr027_07	5	12	480	27	10000	0	4801	0	0
dr027	dr027_08	3	30	307	27	10000	0	3070	0	0
dr027	dr027_09	5	12	480	27	10000	0	4800	0	0
dr027	dr027_10	3	30	307	27	10000	0	3071	0	0
dr027	dr027_11	5	12	480	27	10000	0	4800	0	0
dr028	dr028_01	5	12	1745	28	10000	0	17450	0	0
dr028	dr028_02	5	12	1745	28	10000	0	17451	0	0
dr028	dr028_03	4	12	1745	28	10000	0	17450	0	0
dr028	dr028_04	5	12	1745	28	10000	0	17450	0	0
dr028	dr028_05	3	12	513	28	10000	0	5131	0	0
dr028	dr028_06	4	12	85	28	10000	0	850	0	0
dr028	dr028_07	4	12	513	28	10000	0	5130	0	0
dr028	dr028_08	5	12	85	28	10000	0	851	0	0
dr028	dr028_09	3	12	513	28	10000	0	5130	0	0
dr028	dr028_10	4	12	85	28	10000	0	850	0	0
dr028	dr028_11	5	12	1745	28	10000	0	17451	0	0
dr028	dr028_12	6	12	1745	28	10000	0	17450	0	0
dr029	dr029_01	5	12	476	29	10000	0	4760	0	0
dr029	dr029_02	5	12	1746	29	10000	0	17461	0	0
dr029	dr029_03	5	12	476	29	10000	0	4760	0	0
dr029	dr029_04	5	12	476	29	10000	0	4760	0	0
dr029	dr029_05	6	12	476	29	10000	0	4761	0	0
dr029	dr029_06	5	12	713	29	10000	0	7130	0	0
dr029	dr029_07	6	12	713	29	10000	0	7130	0	0
dr029	dr029_08	6	12	1746	29	10000	0	17461	0	0
dr029	dr029_09	5	12	1746	29	10000	0	17460	0	0
dr029	dr029_10	5	12	1746	29	10000	0	17460	0	0
dr029	dr029_11	5	12	1746	29	10000	0	17461	0	0
dr029	dr029_12	5	12	713	29	10000	0	7130	0	0
dr029	dr029_13	1	60	194	29	10000	0	1940	0	0
dr029	dr029_14	1	60	194	29	10000	0	1941	0	0
dr030	dr030_01	5	13	1747	30	10000	0	17470	0	0
dr030	dr030_02	5	13	1747	30	10000	0	17470	0	0
dr030	dr030_03	5	13	1747	30	10000	0	17471	0	0
dr030	dr030_04	5	13	1778	30	10000	0	17780	0	0
dr030	dr030_05	5	13	1747	30	10000	0	17470	0	0
dr030	dr030_06	5	13	1778	30	10000	0	17781	0	0
dr030	dr030_07	5	13	1778	30	10000	0	17780	0	0
dr030	dr030_08	5	13	1747	30	10000	0	17470	0	0
dr030	dr030_09	4	13	1778	30	10000	0	17781	0	0
dr030	dr030_10	4	13	1778	30	10000	0	17780	0	0
dr030	dr030_11	5	13	502	30	10000	0	5020	0	0
dr030	dr030_12	4	13	1778	30	10000	0	17781	0	0
dr030	dr030_13	4	13	502	30	10000	0	5020	0	0
dr030	dr030_14	4	13	502	30	10000	0	5020	0	0
dr030	dr030_15	4	13	502	30	10000	0	5021	0	0
dr030	dr030_16	4	13	1778	30	10000	0	17780	0	0
dr030	dr030_17	4	13	502	30	10000	0	5020	0	0
dr030	dr030_18	4	13	1747	30	10000	0	17471	0	0
dr030	dr030_19	4	13	502	30	10000	0	5020	0	0
dr030	dr030_20	4	13	1778	30	10000	0	17780	0	0
dr031	dr031_01	5	13	499	31	10000	0	4991	0	0
dr031	dr031_02	3	13	514	31	10000	0	5140	0	0
dr031	dr031_03	3	13	514	31	10000	0	5140	0	0
dr031	dr031_04	4	13	499	31	10000	0	4991	0	0
dr031	dr031_05	3	13	499	31	10000	0	4990	0	0
dr031	dr031_06	3	13	514	31	10000	0	5140	0	0
dr031	dr031_07	3	13	499	31	10000	0	4991	0	0
dr031	dr031_08	4	13	1779	31	10000	0	17790	0	0
dr031	dr031_09	4	13	1779	31	10000	0	17790	0	0
dr031	dr031_10	4	13	1779	31	10000	0	17791	0	0
dr031	dr031_11	4	13	1779	31	10000	0	17790	0	0
dr031	dr031_12	3	13	1779	31	10000	0	17790	0	0
dr031	dr031_13	4	13	1779	31	10000	0	17791	0	0
dr031	dr031_14	4	13	514	31	10000	0	5140	0	0
dr031	dr031_15	4	13	499	31	10000	0	4990	0	0
dr031	dr031_16	4	13	1779	31	10000	0	17791	0	0
dr031	dr031_17	4	13	514	31	10000	0	5140	0	0
dr031	dr031_18	4	13	499	31	10000	0	4990	0	0
dr031	dr031_19	4	13	514	31	10000	0	5141	0	0
dr031	dr031_20	4	13	1779	31	10000	0	17790	0	0
dr031	dr031_21	4	13	514	31	10000	0	5140	0	0
dr032	dr032_01	5	13	503	32	10000	0	5031	0	0
dr032	dr032_02	4	13	503	32	10000	0	5030	0	0
dr032	dr032_03	5	13	503	32	10000	0	5030	0	0
dr032	dr032_04	4	13	503	32	10000	0	5031	0	0
dr032	dr032_05	4	13	503	32	10000	0	5030	0	0
dr032	dr032_06	5	13	503	32	10000	0	5030	0	0
dr032	dr032_07	5	13	520	32	10000	0	5201	0	0
dr032	dr032_08	5	13	520	32	10000	0	5200	0	0
dr032	dr032_09	5	13	520	32	10000	0	5200	0	0
dr032	dr032_10	5	13	520	32	10000	0	5201	0	0
dr032	dr032_11	1	60	1780	32	10000	0	17800	0	0
dr032	dr032_12	1	60	1780	32	10000	0	17800	0	0
dr033	dr033_01	6	13	274	33	10000	0	2741	0	0
dr033	dr033_02	3	30	510	33	10000	0	5100	0	0
dr033	dr033_03	6	13	274	33	10000	0	2740	0	0
dr033	dr033_04	6	13	274	33	10000	0	2741	0	0
dr033	dr033_05	6	13	732	33	10000	0	7320	0	0
dr033	dr033_06	3	30	510	33	10000	0	5100	0	0
dr033	dr033_07	6	13	732	33	10000	0	7321	0	0
dr033	dr033_08	6	13	274	33	10000	0	2740	0	0
dr033	dr033_09	6	13	732	33	10000	0	7320	0	0
dr033	dr033_10	6	13	732	33	10000	0	7321	0	0
dr033	dr033_11	1	60	482	33	10000	0	4820	0	0
dr033	dr033_12	1	60	482	33	10000	0	4820	0	0
dr034	dr034_01	6	14	1769	34	10000	0	17691	0	0
dr034	dr034_02	6	14	1769	34	10000	0	17690	0	0
dr034	dr034_03	6	14	1769	34	10000	0	17690	0	0
dr034	dr034_04	6	14	87	34	10000	0	871	0	0
dr034	dr034_05	6	14	1763	34	10000	0	17630	0	0
dr034	dr034_06	6	14	87	34	10000	0	870	0	0
dr034	dr034_07	6	14	87	34	10000	0	871	0	0
dr034	dr034_08	6	14	1763	34	10000	0	17630	0	0
dr034	dr034_09	6	14	1763	34	10000	0	17630	0	0
dr034	dr034_10	6	14	1763	34	10000	0	17631	0	0
dr034	dr034_11	6	14	87	34	10000	0	870	0	0
dr035	dr035_01	6	14	1770	35	10000	0	17700	0	0
dr035	dr035_02	6	14	1770	35	10000	0	17701	0	0
dr035	dr035_03	7	14	1770	35	10000	0	17700	0	0
dr035	dr035_04	6	14	1770	35	10000	0	17700	0	0
dr035	dr035_05	5	14	1770	35	10000	0	17701	0	0
dr035	dr035_06	7	14	1764	35	10000	0	17640	0	0
dr035	dr035_07	6	14	1770	35	10000	0	17700	0	0
dr035	dr035_08	3	30	324	35	10000	0	3241	0	0
dr035	dr035_09	7	14	1764	35	10000	0	17640	0	0
dr035	dr035_10	3	30	324	35	10000	0	3240	0	0
dr035	dr035_11	6	14	1764	35	10000	0	17641	0	0
dr035	dr035_12	6	14	1764	35	10000	0	17640	0	0
dr035	dr035_13	3	30	324	35	10000	0	3240	0	0
dr036	dr036_01	6	14	1771	36	10000	0	17711	0	0
dr036	dr036_02	6	14	1771	36	10000	0	17710	0	0
dr036	dr036_03	5	14	1760	36	10000	0	17600	0	0
dr036	dr036_04	6	14	1760	36	10000	0	17601	0	0
dr036	dr036_05	6	14	1771	36	10000	0	17710	0	0
dr036	dr036_06	6	14	1765	36	10000	0	17650	0	0
dr036	dr036_07	5	14	1760	36	10000	0	17601	0	0
dr036	dr036_08	6	14	1760	36	10000	0	17600	0	0
dr036	dr036_09	5	14	1765	36	10000	0	17650	0	0
dr036	dr036_10	6	14	1771	36	10000	0	17711	0	0
dr036	dr036_11	6	14	1760	36	10000	0	17600	0	0
dr036	dr036_12	6	14	1765	36	10000	0	17650	0	0
dr036	dr036_13	7	14	1771	36	10000	0	17711	0	0
dr037	dr037_01	6	14	305	37	10000	0	3050	0	0
dr037	dr037_02	7	14	305	37	10000	0	3050	0	0
dr037	dr037_03	7	14	302	37	10000	0	3021	0	0
dr037	dr037_04	6	14	302	37	10000	0	3020	0	0
dr037	dr037_05	6	14	305	37	10000	0	3050	0	0
dr037	dr037_06	7	14	302	37	10000	0	3021	0	0
dr037	dr037_07	6	14	1761	37	10000	0	17610	0	0
dr037	dr037_08	6	14	1761	37	10000	0	17610	0	0
dr037	dr037_09	6	14	1761	37	10000	0	17611	0	0
dr037	dr037_10	6	14	1761	37	10000	0	17610	0	0
dr037	dr037_11	6	14	1761	37	10000	0	17610	0	0
dr037	dr037_12	5	14	1761	37	10000	0	17611	0	0
dr037	dr037_13	4	14	1761	37	10000	0	17610	0	0
dr038	dr038_01	5	15	1762	38	10000	0	17620	0	0
dr038	dr038_02	4	15	1762	38	10000	0	17621	0	0
dr038	dr038_03	3	15	1762	38	10000	0	17620	0	0
dr038	dr038_04	3	15	1772	38	10000	0	17720	0	0
dr038	dr038_05	3	15	1772	38	10000	0	17721	0	0
dr038	dr038_06	3	15	1772	38	10000	0	17720	0	0
dr038	dr038_07	4	15	1766	38	10000	0	17660	0	0
dr038	dr038_08	3	15	1772	38	10000	0	17721	0	0
dr038	dr038_09	3	15	1772	38	10000	0	17720	0	0
dr038	dr038_10	4	15	1766	38	10000	0	17660	0	0
dr038	dr038_11	3	15	1766	38	10000	0	17661	0	0
dr038	dr038_12	3	15	1766	38	10000	0	17660	0	0
dr038	dr038_13	2	15	1762	38	10000	0	17620	0	0
dr038	dr038_14	2	15	1762	38	10000	0	17621	0	0
dr038	dr038_15	3	15	1772	38	10000	0	17720	0	0
dr038	dr038_16	4	15	1766	38	10000	0	17660	0	0
dr038	dr038_17	4	15	1766	38	10000	0	17661	0	0
dr038	dr038_18	4	15	1766	38	10000	0	17660	0	0
dr039	dr039_01	5	15	1773	39	10000	0	17730	0	0
dr039	dr039_02	5	15	1773	39	10000	0	17731	0	0
dr039	dr039_03	5	15	1767	39	10000	0	17670	0	0
dr039	dr039_04	5	15	637	39	10000	0	6370	0	0
dr039	dr039_05	5	15	1767	39	10000	0	17671	0	0
dr039	dr039_06	5	15	1767	39	10000	0	17670	0	0
dr039	dr039_07	5	15	1767	39	10000	0	17670	0	0
dr039	dr039_08	5	15	637	39	10000	0	6371	0	0
dr039	dr039_09	5	15	637	39	10000	0	6370	0	0
dr039	dr039_10	5	15	1773	39	10000	0	17730	0	0
dr039	dr039_11	4	15	1773	39	10000	0	17731	0	0
dr039	dr039_12	5	15	1773	39	10000	0	17730	0	0
dr039	dr039_13	5	15	1767	39	10000	0	17670	0	0
dr039	dr039_14	5	15	1767	39	10000	0	17671	0	0
dr039	dr039_15	4	15	1773	39	10000	0	17730	0	0
dr039	dr039_16	4	15	637	39	10000	0	6370	0	0
dr040	dr040_01	7	15	807	40	10000	0	8071	0	0
dr040	dr040_02	6	15	807	40	10000	0	8070	0	0
dr040	dr040_03	6	15	807	40	10000	0	8070	0	0
dr040	dr040_04	6	15	1774	40	10000	0	17741	0	0
dr040	dr040_05	6	15	1774	40	10000	0	17740	0	0
dr040	dr040_06	5	15	1775	40	10000	0	17750	0	0
dr040	dr040_07	6	15	1775	40	10000	0	17751	0	0
dr040	dr040_08	5	15	1775	40	10000	0	17750	0	0
dr040	dr040_09	6	15	1774	40	10000	0	17740	0	0
dr040	dr040_10	5	15	1774	40	10000	0	17741	0	0
dr040	dr040_11	6	15	1775	40	10000	0	17750	0	0
dr040	dr040_12	1	60	22	40	10000	0	220	0	0
dr040	dr040_13	1	60	1768	40	10000	0	17681	0	0
dr041	dr041_01	5	15	1776	41	10000	0	17760	0	0
dr041	dr041_02	5	15	1776	41	10000	0	17760	0	0
dr041	dr041_03	5	15	1776	41	10000	0	17761	0	0
dr041	dr041_04	4	15	754	41	10000	0	7540	0	0
dr041	dr041_05	4	15	754	41	10000	0	7540	0	0
dr041	dr041_06	4	15	754	41	10000	0	7541	0	0
dr041	dr041_07	5	15	1776	41	10000	0	17760	0	0
dr041	dr041_08	4	15	1776	41	10000	0	17760	0	0
dr041	dr041_09	5	15	1776	41	10000	0	17761	0	0
dr041	dr041_10	4	15	79	41	10000	0	790	0	0
dr041	dr041_11	3	15	79	41	10000	0	790	0	0
dr041	dr041_12	3	15	79	41	10000	0	791	0	0
dr041	dr041_13	4	15	754	41	10000	0	7540	0	0
dr042	dr042_01	4	16	1777	42	10000	0	17770	0	0
dr042	dr042_02	4	16	1777	42	10000	0	17771	0	0
dr042	dr042_03	4	16	1777	42	10000	0	17770	0	0
dr042	dr042_04	4	16	1784	42	10000	0	17840	0	0
dr042	dr042_05	4	16	1784	42	10000	0	17841	0	0
dr042	dr042_06	4	16	1784	42	10000	0	17840	0	0
dr042	dr042_07	4	16	1777	42	10000	0	17770	0	0
