LotteryBoxTID	LotteryBoxName	PotItemTID	PotItemName	MinStack	MaxStack	Rate
4751	Elite Armor Chest	4287	Grimjoker Kilt	1	1	29
4751	Elite Armor Chest	4288	Grimjoker Boots	1	1	29
4751	Elite Armor Chest	4290	Eyes Wisher Headband	1	1	29
4751	Elite Armor Chest	4289	Eyes Wisher Garb	1	1	29
4751	Elite Armor Chest	4291	Eyes Wisher Bracelets	1	1	29
4751	Elite Armor Chest	4292	Eyes Wisher Kilt	1	1	29
4751	Elite Armor Chest	4293	Eyes Wisher Boots	1	1	29
4751	Elite Armor Chest	4295	Lowerblade Cap	1	1	29
4751	Elite Armor Chest	4294	Lowerblade Garb	1	1	29
4751	Elite Armor Chest	4296	Lowerblade Armlets	1	1	29
4751	Elite Armor Chest	4297	Lowerblade Kilt	1	1	29
4751	Elite Armor Chest	4298	Lowerblade Boots	1	1	29
4751	Elite Armor Chest	5279	Endless Voyager's Cap	1	1	29
4751	Elite Armor Chest	5280	Endless Voyager's Garb	1	1	29
4751	Elite Armor Chest	5281	Endless Voyager's Armlets	1	1	29
4751	Elite Armor Chest	5282	Endless Voyager's Kilt	1	1	29
4751	Elite Armor Chest	5283	Endless Voyager's Boots	1	1	29
4751	Elite Armor Chest	4299	Redshine Cuirass	1	1	29
4751	Elite Armor Chest	4300	Redshine Bracers	1	1	29
4751	Elite Armor Chest	4301	Redshine Tights	1	1	29
4751	Elite Armor Chest	4302	Redshine Jambeau	1	1	29
4751	Elite Armor Chest	4303	Whiteknight Cuirass	1	1	29
4751	Elite Armor Chest	4304	Whiteknight Bracers	1	1	29
4751	Elite Armor Chest	4305	Whiteknight Tights	1	1	29
4751	Elite Armor Chest	4306	Whiteknight Jambeau	1	1	29
4751	Elite Armor Chest	4307	Deepforest Hair Lace	1	1	29
4751	Elite Armor Chest	4308	Deepforest Cuirass	1	1	29
4751	Elite Armor Chest	4309	Deepforest Bracers	1	1	29
4751	Elite Armor Chest	4310	Deepforest Tights	1	1	29
4751	Elite Armor Chest	4311	Deepforest Jambeau	1	1	29
4751	Elite Armor Chest	4316	Darkleaper Hair Lace	1	1	29
4751	Elite Armor Chest	4312	Darkleaper Cuirass	1	1	29
4751	Elite Armor Chest	4313	Darkleaper Bracers	1	1	29
4751	Elite Armor Chest	4314	Darkleaper Tights	1	1	29
4751	Elite Armor Chest	4315	Darkleaper Jambeau	1	1	29
4751	Elite Armor Chest	4321	Grey Cloud Hair Lace	1	1	29
4751	Elite Armor Chest	4317	Grey Cloud Cuirass	1	1	29
4751	Elite Armor Chest	4318	Gray Cloud Bracer	1	1	29
4751	Elite Armor Chest	4319	Grey Cloud Tights	1	1	29
4751	Elite Armor Chest	4320	Grey Cloud Jambeau	1	1	29
4751	Elite Armor Chest	4326	Blue Walker Hair Lace	1	1	29
4751	Elite Armor Chest	4322	Blue Walker Cuirass	1	1	29
4751	Elite Armor Chest	4323	Blue Walker Bracer	1	1	29
4751	Elite Armor Chest	4324	Blue Walker Tights	1	1	29
4751	Elite Armor Chest	4325	Blue Walker Jambeau	1	1	29
4751	Elite Armor Chest	4331	Yellow Master Hair Lace	1	1	29
4751	Elite Armor Chest	4327	Yellow Master Cuirass	1	1	29
4751	Elite Armor Chest	4328	Yellow Master Bracer	1	1	29
4751	Elite Armor Chest	4329	Yellow Master Tights	1	1	29
4751	Elite Armor Chest	4330	Yellow Master Jambeau	1	1	29
4751	Elite Armor Chest	4399	Tender Abysmal Hair Lace	1	1	29
4751	Elite Armor Chest	4395	Tender Abysmal Cuirass	1	1	29
4751	Elite Armor Chest	4396	Tender Abysmal Bracer	1	1	29
4751	Elite Armor Chest	4397	Tender Abysmal Tights	1	1	29
4751	Elite Armor Chest	4398	Tender Abysmal Jambeau	1	1	29
4751	Elite Armor Chest	5284	Green Judgement Hairlace	1	1	29
4751	Elite Armor Chest	5285	Green Judgement Cuirass	1	1	29
4751	Elite Armor Chest	5286	Green Judgement Tights	1	1	29
4751	Elite Armor Chest	5287	Green Judgement Bracer	1	1	29
4751	Elite Armor Chest	5288	Green Judgement Jambeau	1	1	29
4751	Elite Armor Chest	4332	Willinglight Garb	1	1	29
4751	Elite Armor Chest	4333	Willinglight Sleeves	1	1	29
4751	Elite Armor Chest	4334	Willinglight Skirt	1	1	29
4751	Elite Armor Chest	4335	Willinglight Shoes	1	1	29
4751	Elite Armor Chest	4336	Acrobatos Garb	1	1	29
4751	Elite Armor Chest	4337	Acrobatos Sleeves	1	1	29
4751	Elite Armor Chest	4338	Acrobatos Skirt	1	1	29
4751	Elite Armor Chest	4339	Acrobatos Shoes	1	1	29
4751	Elite Armor Chest	4340	Twilight Cap	1	1	29
4751	Elite Armor Chest	4341	Twilight Garb	1	1	29
4751	Elite Armor Chest	4342	Twilight Sleeves	1	1	29
4751	Elite Armor Chest	4343	Twilight Skirt	1	1	29
4751	Elite Armor Chest	4344	Twilight Shoes	1	1	29
4751	Elite Armor Chest	4349	Daylight's Cap	1	1	29
4751	Elite Armor Chest	4345	Daylight's Garb	1	1	29
4751	Elite Armor Chest	4346	Daylight's Sleeves	1	1	29
4751	Elite Armor Chest	4347	Daylight's Skirt	1	1	29
4751	Elite Armor Chest	4348	Daylight's Shoes	1	1	29
4751	Elite Armor Chest	4354	Soul Eater Cap	1	1	29
4751	Elite Armor Chest	4350	Soul Eater Garb	1	1	29
4751	Elite Armor Chest	4351	Soul Eater Sleeve	1	1	29
4751	Elite Armor Chest	4352	Soul Eater Skirt	1	1	29
4751	Elite Armor Chest	4353	Soul Eater Shoes	1	1	29
4751	Elite Armor Chest	4359	Equity Arbiter Cap	1	1	29
4751	Elite Armor Chest	4355	Equity Arbiter Garb	1	1	29
4751	Elite Armor Chest	4356	Equity Arbiter Sleeve	1	1	29
4751	Elite Armor Chest	4357	Equity Arbiter Skirt	1	1	29
4751	Elite Armor Chest	4358	Equity Arbiter Shoes	1	1	29
4751	Elite Armor Chest	4364	Mastermind Cap	1	1	29
4751	Elite Armor Chest	4360	Mastermind Garb	1	1	29
4751	Elite Armor Chest	4361	Mastermind Sleeve	1	1	29
4751	Elite Armor Chest	4362	Mastermind Skirt	1	1	29
4751	Elite Armor Chest	4363	Mastermind Shoes	1	1	29
4751	Elite Armor Chest	4404	Demention Walker Cap	1	1	29
4751	Elite Armor Chest	4400	Demention Walker Garb	1	1	29
4751	Elite Armor Chest	4401	Demention Walker Sleeve	1	1	29
4751	Elite Armor Chest	4402	Demention Walker Skirt	1	1	29
4751	Elite Armor Chest	4403	Demention Walker Shoes	1	1	29
4751	Elite Armor Chest	5289	Ancient Lore Cap	1	1	29
4751	Elite Armor Chest	5290	Ancient Lore Garb	1	1	29
4751	Elite Armor Chest	5291	Ancient Lore Skirt	1	1	29
4751	Elite Armor Chest	5292	Ancient Lore Sleeve	1	1	29
4751	Elite Armor Chest	5293	Ancient Lore Shoes	1	1	29
4755	Christmas Gift Box	12799	Santa's Bell	1	1	850
4755	Christmas Gift Box	9756	Rudolf <Rank 1>	1	1	1000
4755	Christmas Gift Box	9757	Rudolf <Rank 2>	1	1	750
4755	Christmas Gift Box	9758	Rudolf <Rank 3>	1	1	500
4755	Christmas Gift Box	6078	Rudolf Pet Box	1	1	250
4755	Christmas Gift Box	4802	Gold Coin of the rich	1	1	250
4755	Christmas Gift Box	4803	Silver coin of the rich	1	1	400
4755	Christmas Gift Box	6007	Lens Stone+	500	500	500
4755	Christmas Gift Box	7644	Pet Reinforcement Manual	1	1	100
4755	Christmas Gift Box	6184	Extra-large Giant Potion+	1	1	500
4755	Christmas Gift Box	6185	Extra-large Light Speed Potion+	1	1	500
4755	Christmas Gift Box	6186	Extra-large Defence Potion+	1	1	500
4755	Christmas Gift Box	6187	Extra-large Quickness Potion+	1	1	500
4755	Christmas Gift Box	7648	Shuta Ring Piece	1	1	100
4755	Christmas Gift Box	7659	Karkaen Necklace Piece	1	1	100
4755	Christmas Gift Box	7651	Blode Ring Piece	1	1	100
4755	Christmas Gift Box	7650	Pargon Ring Piece	1	1	100
4755	Christmas Gift Box	7653	Logo Ring Piece	1	1	100
4755	Christmas Gift Box	7654	Ohkeros Ring Piece	1	1	100
4755	Christmas Gift Box	7665	Luke Necklace Piece	1	1	100
4755	Christmas Gift Box	7655	Gadius Ring Piece	1	1	100
4755	Christmas Gift Box	7662	Guardimesh Necklace Piece	1	1	100
4755	Christmas Gift Box	7394	Large Recovery Potion	5	10	1000
4755	Christmas Gift Box	6273	Extra-large Mana Potion	5	10	1000
4755	Christmas Gift Box	14483	Santa's Socks	1	1	2500
4755	Christmas Gift Box	14484	Santa's Hat	1	1	2500
4755	Christmas Gift Box	14485	Santa's Gloves	1	1	2500
4777	Bronze Treasure Chest	233	Large Life Potion	50	99	1700
4777	Bronze Treasure Chest	1034	Manticore Potion	1	3	1700
4777	Bronze Treasure Chest	265	Blaze Elemental Stone	2	3	1000
4777	Bronze Treasure Chest	245	Gale Elemental Stone	2	3	1000
4777	Bronze Treasure Chest	261	Fog Elemental Stone	2	3	1000
4777	Bronze Treasure Chest	253	Soil Elemental Stone	2	3	1000
4777	Bronze Treasure Chest	257	Meditation Elemental Stone	2	3	1000
4777	Bronze Treasure Chest	486	Reinforcement Potion	2	4	1500
4777	Bronze Treasure Chest	486	Reinforcement Potion	50	99	100
4871	Lucky 2007	7436	Fortune Gate Pass	5	5	4000
4871	Lucky 2007	6129	Rare Mount Chest	1	1	750
4871	Lucky 2007	5007	Shuta Ring	1	1	100
4871	Lucky 2007	5009	Pargon Ring	1	1	1000
4871	Lucky 2007	5010	Blode Ring	1	1	1000
4871	Lucky 2007	5011	Haul Ring	1	1	1000
4871	Lucky 2007	5013	Ohkeros Ring	1	1	1000
4871	Lucky 2007	5014	Gadius Ring	1	1	1000
4871	Lucky 2007	5006	Barom Ring	1	1	1000
4871	Lucky 2007	5018	Karkaen Necklace	1	1	100
4871	Lucky 2007	5020	Biglos Necklace	1	1	1000
4871	Lucky 2007	5024	Luke Necklace	1	1	1000
4871	Lucky 2007	5023	Shocker Necklace	1	1	1000
4871	Lucky 2007	5021	Guardimesh Necklace	1	1	1000
4871	Lucky 2007	6267	Event Wing Chest	1	1	100
4871	Lucky 2007	9177	Event Cloak Chest	1	1	100
4871	Lucky 2007	12592	Fragment of Ashtal	1	1	250
4871	Lucky 2007	11016	Scion Prayer Stone	1	1	250
4871	Lucky 2007	10373	Lucky Box	1	1	1000
4887	Knight's Gift	64	Slayingnova Cuirass	1	1	25
4887	Knight's Gift	67	Slayingnova Gloves	1	1	25
4887	Knight's Gift	68	Slayingnova Tassets	1	1	25
4887	Knight's Gift	69	Slayingnova Boots	1	1	25
4887	Knight's Gift	330	Lightsteel Armor	1	1	25
4887	Knight's Gift	333	Lightsteel Gauntlets	1	1	25
4887	Knight's Gift	334	Lightsteel Greaves	1	1	25
4887	Knight's Gift	335	Lightsteel Boots	1	1	25
4887	Knight's Gift	2085	Battleglory Cuirass	1	1	25
4887	Knight's Gift	2087	Battleglory Gloves	1	1	25
4887	Knight's Gift	2088	Battleglory Greaves	1	1	25
4887	Knight's Gift	2089	Battleglory Boots	1	1	25
4887	Knight's Gift	2251	Middleline Helm	1	1	25
4887	Knight's Gift	2252	Middleline Armor	1	1	25
4887	Knight's Gift	2254	Middleline Gauntlets	1	1	25
4887	Knight's Gift	2255	Middleline Greaves	1	1	25
4887	Knight's Gift	2256	Middleline Boots	1	1	25
4887	Knight's Gift	2257	Bustash Helm	1	1	25
4887	Knight's Gift	2258	Bustash Armor	1	1	25
4887	Knight's Gift	2260	Bustash Gauntlets	1	1	25
4887	Knight's Gift	2261	Bustash Greaves	1	1	25
4887	Knight's Gift	2262	Bustash Boots	1	1	25
4887	Knight's Gift	2263	Darkbreed Helm	1	1	25
4887	Knight's Gift	2264	Darkbreed Armor	1	1	25
4887	Knight's Gift	2266	Darkbreed Gauntlets	1	1	25
4887	Knight's Gift	2267	Darkbreed Greaves	1	1	25
4887	Knight's Gift	2268	Darkbreed Boots	1	1	25
4887	Knight's Gift	2269	Coilcore Helm	1	1	25
4887	Knight's Gift	2270	Coilcore Armor	1	1	25
4887	Knight's Gift	2272	Coilcore Gauntlets	1	1	25
4887	Knight's Gift	2273	Coilcore Greaves	1	1	25
4887	Knight's Gift	2274	Coilcore Boots	1	1	25
4887	Knight's Gift	3051	Savagepack Helmet	1	1	25
4887	Knight's Gift	3050	Savagepack Armor	1	1	25
4887	Knight's Gift	3052	Savagepack Gauntlets	1	1	25
4887	Knight's Gift	3053	Savagepack Greaves	1	1	25
4887	Knight's Gift	3054	Savagepack Boots	1	1	25
4887	Knight's Gift	3066	Mistguard Helmet	1	1	25
4887	Knight's Gift	3065	Mistguard Armor	1	1	25
4887	Knight's Gift	3067	Mistguard Gauntlets	1	1	25
4887	Knight's Gift	3068	Mistguard Greaves	1	1	25
4887	Knight's Gift	3069	Mistguard Boots	1	1	25
4887	Knight's Gift	5106	Eternaltrooper Helmet	1	1	25
4887	Knight's Gift	5107	Eternaltrooper Armor	1	1	25
4887	Knight's Gift	5108	Eternaltrooper Gauntlet	1	1	25
4887	Knight's Gift	5109	Eternaltrooper Greaves	1	1	25
4887	Knight's Gift	5110	Eternaltrooper Boots	1	1	25
4887	Knight's Gift	2145	Banegrowler Armor	1	1	15
4887	Knight's Gift	2147	Banegrowler Gauntlets	1	1	15
4887	Knight's Gift	2148	Banegrowler Greaves	1	1	15
4887	Knight's Gift	2149	Banegrowler Boots	1	1	15
4887	Knight's Gift	2151	Craftfist Armor	1	1	15
4887	Knight's Gift	2153	Craftfist Gauntlets	1	1	15
4887	Knight's Gift	2154	Craftfist Greaves	1	1	15
4887	Knight's Gift	2155	Craftfist Boots	1	1	15
4887	Knight's Gift	2227	Wolfthrone Helm	1	1	15
4887	Knight's Gift	2228	Wolfthrone Armor	1	1	15
4887	Knight's Gift	2230	Wolfthrone Gauntlets	1	1	15
4887	Knight's Gift	2231	Wolfthrone Greaves	1	1	15
4887	Knight's Gift	2232	Wolfthrone Boots	1	1	15
4887	Knight's Gift	2238	Harshcrown Helm	1	1	15
4887	Knight's Gift	2233	Harshcrown Armor	1	1	15
4887	Knight's Gift	2235	Harshcrown Gauntlets	1	1	15
4887	Knight's Gift	2236	Harshcrown Greaves	1	1	15
4887	Knight's Gift	2237	Harshcrown Boots	1	1	15
4887	Knight's Gift	2239	Flasharm Helm	1	1	15
4887	Knight's Gift	2240	Flasharm Armor	1	1	15
4887	Knight's Gift	2242	Flasharm Gauntlets	1	1	15
4887	Knight's Gift	2243	Flasharm Greaves	1	1	15
4887	Knight's Gift	2244	Flasharm Boots	1	1	15
4887	Knight's Gift	2245	Wrenchingruler Helm	1	1	15
4887	Knight's Gift	2246	Wrenchingruler Armor	1	1	15
4887	Knight's Gift	2248	Wrenchingruler Gauntlets	1	1	15
4887	Knight's Gift	2249	Wrenchingruler Greaves	1	1	15
4887	Knight's Gift	2250	Wrenchingruler Boots	1	1	15
4887	Knight's Gift	3056	Swordcreeper Helmet	1	1	15
4887	Knight's Gift	3055	Swordcreeper Armor	1	1	15
4887	Knight's Gift	3057	Swordcreeper Gauntlets	1	1	15
4887	Knight's Gift	3058	Swordcreeper Greaves	1	1	15
4887	Knight's Gift	3059	Swordcreeper Boots	1	1	15
4887	Knight's Gift	3071	Painholder Helmet	1	1	15
4887	Knight's Gift	3070	Painholder Armor	1	1	15
4887	Knight's Gift	3072	Painholder Gauntlets	1	1	15
4887	Knight's Gift	3073	Painholder Greaves	1	1	15
4887	Knight's Gift	3074	Painholder Boots	1	1	15
4887	Knight's Gift	5111	Trial Power's Helmet	1	1	15
4887	Knight's Gift	5112	Trial Power's Armor	1	1	15
4887	Knight's Gift	5113	Trial Power's Gauntlet	1	1	15
4887	Knight's Gift	5114	Trial Power's Greaves	1	1	15
4887	Knight's Gift	5115	Trial Power's Boots	1	1	15
4887	Knight's Gift	5501	Death Monarch Helmet	1	1	15
4887	Knight's Gift	5502	Death Monarch Armour	1	1	15
4887	Knight's Gift	5503	Death Monarch Gauntlet	1	1	15
4887	Knight's Gift	5504	Death Monarch Greave	1	1	15
4887	Knight's Gift	5505	Death Monarch Boot	1	1	15
4887	Knight's Gift	4101	Banegrowler Armor	1	1	5
4887	Knight's Gift	4102	Banegrowler Gauntlets	1	1	5
4887	Knight's Gift	4103	Banegrowler Greaves	1	1	5
4887	Knight's Gift	4104	Banegrowler Boots	1	1	5
4887	Knight's Gift	4105	Craftfist Armor	1	1	5
4887	Knight's Gift	4106	Craftfist Gauntlets	1	1	5
4887	Knight's Gift	4107	Craftfist Greaves	1	1	5
4887	Knight's Gift	4108	Craftfist Boots	1	1	5
4887	Knight's Gift	4109	Wolfthrone Helm	1	1	5
4887	Knight's Gift	4110	Wolfthrone Armor	1	1	5
4887	Knight's Gift	4111	Wolfthrone Gauntlets	1	1	5
4887	Knight's Gift	4112	Wolfthrone Greaves	1	1	5
4887	Knight's Gift	4113	Wolfthrone Boots	1	1	5
4887	Knight's Gift	4118	Harshcrown Helm	1	1	5
4887	Knight's Gift	4114	Harshcrown Armor	1	1	5
4887	Knight's Gift	4115	Harshcrown Gauntlets	1	1	5
4887	Knight's Gift	4116	Harshcrown Greaves	1	1	5
4887	Knight's Gift	4117	Harshcrown Boots	1	1	5
4887	Knight's Gift	4119	Flasharm Helm	1	1	5
4887	Knight's Gift	4120	Flasharm Armor	1	1	5
4887	Knight's Gift	4121	Flasharm Gauntlets	1	1	5
4887	Knight's Gift	4122	Flasharm Greaves	1	1	5
4887	Knight's Gift	4123	Flasharm Boots	1	1	5
4887	Knight's Gift	4124	Wrenchingruler Helm	1	1	5
4887	Knight's Gift	4125	Wrenchingruler Armor	1	1	5
4887	Knight's Gift	4126	Wrenchingruler Gauntlets	1	1	5
4887	Knight's Gift	4127	Wrenchingruler Greaves	1	1	5
4887	Knight's Gift	4128	Wrenchingruler Boots	1	1	5
4887	Knight's Gift	4130	Swordcreeper Helmet	1	1	5
4887	Knight's Gift	4129	Swordcreeper Armor	1	1	5
4887	Knight's Gift	4131	Swordcreeper Gauntlets	1	1	5
4887	Knight's Gift	4132	Swordcreeper Greaves	1	1	5
4887	Knight's Gift	4133	Swordcreeper Boots	1	1	5
4887	Knight's Gift	4366	Painholder Helmet	1	1	5
4887	Knight's Gift	4365	Painholder Armor	1	1	5
4887	Knight's Gift	4367	Painholder Gauntlets	1	1	5
4887	Knight's Gift	4368	Painholder Greaves	1	1	5
4887	Knight's Gift	4369	Painholder Boots	1	1	5
4887	Knight's Gift	5254	Trial Power's Helmet	1	1	5
4887	Knight's Gift	5255	Trial Power's Armor	1	1	5
4887	Knight's Gift	5256	Trial Power's Gauntlet	1	1	5
4887	Knight's Gift	5257	Trial Power's Greaves	1	1	5
4887	Knight's Gift	5258	Trial Power's Boots	1	1	5
4887	Knight's Gift	5601	Death Monarch Helmet	1	1	5
4887	Knight's Gift	5602	Death Monarch Armour	1	1	5
4887	Knight's Gift	5603	Death Monarch Gauntlet	1	1	5
4887	Knight's Gift	5604	Death Monarch Greave	1	1	5
4887	Knight's Gift	5605	Death Monarch Boot	1	1	5
4887	Knight's Gift	1965	Assassin Short Sword	1	1	70
4887	Knight's Gift	488	Wave Kris	1	1	70
4887	Knight's Gift	1045	Empire Scimitar	1	1	70
4887	Knight's Gift	1896	Mirror Blade	1	1	70
4887	Knight's Gift	1898	Phantom Blade	1	1	70
4887	Knight's Gift	1900	Blaze Sabre	1	1	70
4887	Knight's Gift	3201	Fiercelord Sword	1	1	70
4887	Knight's Gift	3204	Life-eater Sabre	1	1	70
4887	Knight's Gift	3207	Eraser Sword	1	1	70
4887	Knight's Gift	3210	Holylight Saber	1	1	70
4887	Knight's Gift	5222	Dimage Sword	1	1	70
4887	Knight's Gift	4001	Cruel Kris	1	1	15
4887	Knight's Gift	4002	Burning Butcher Scimitar	1	1	15
4887	Knight's Gift	4003	Bounce Falchion	1	1	15
4887	Knight's Gift	4004	Brutal Sword	1	1	15
4887	Knight's Gift	4005	Blood Scimitar	1	1	15
4887	Knight's Gift	4006	Harshslaughter Sword	1	1	15
4887	Knight's Gift	4007	Redtrail Sabre	1	1	15
4887	Knight's Gift	4008	Flashdust Piercer	1	1	15
4887	Knight's Gift	4584	Neverfallen Sword	1	1	15
4887	Knight's Gift	4585	Insane Bane's Slicer	1	1	15
4887	Knight's Gift	1895	Cruel Kris	1	1	15
4887	Knight's Gift	2221	Burning Butcher Scimitar	1	1	15
4887	Knight's Gift	1897	Bounce Falchion	1	1	15
4887	Knight's Gift	1899	Brutal Sword	1	1	15
4887	Knight's Gift	1901	Blood Scimitar	1	1	15
4887	Knight's Gift	3202	Harshslaughter Sword	1	1	15
4887	Knight's Gift	3205	Redtrail Sabre	1	1	15
4887	Knight's Gift	3208	Flashdust Piercer	1	1	15
4887	Knight's Gift	3211	Neverfallen Sword	1	1	15
4887	Knight's Gift	5223	Insane Bane's Slicer	1	1	15
4887	Knight's Gift	1902	Gear Axe	1	1	50
4887	Knight's Gift	1903	Assault Axe	1	1	50
4887	Knight's Gift	1904	Barbarian Axe	1	1	50
4887	Knight's Gift	507	Hazard Tomahawk	1	1	50
4887	Knight's Gift	1907	Spit Axe	1	1	50
4887	Knight's Gift	1909	Gore Axe	1	1	50
4887	Knight's Gift	3213	Blood Stream Axe	1	1	50
4887	Knight's Gift	3216	Reddrop Axe	1	1	50
4887	Knight's Gift	3219	Soulspin Axe	1	1	50
4887	Knight's Gift	3222	Bonebuster Divider	1	1	50
4887	Knight's Gift	5225	Armorbreaker Ax	1	1	50
4887	Knight's Gift	4009	Krimbelt Axe	1	1	15
4887	Knight's Gift	4010	Saw Divider	1	1	15
4887	Knight's Gift	4011	Infernocall Tomahawk	1	1	15
4887	Knight's Gift	4012	Dark Seed Axe	1	1	15
4887	Knight's Gift	4013	Scarlet Eye Axe	1	1	15
4887	Knight's Gift	4014	Winterizer Divider	1	1	15
4887	Knight's Gift	4015	Dark Impeller Divider	1	1	15
4887	Knight's Gift	4016	Immortal Power Crasher	1	1	15
4887	Knight's Gift	4586	Curselink Divider	1	1	15
4887	Knight's Gift	4587	Hell Impresa's Ax	1	1	15
4887	Knight's Gift	2216	Krimbelt Axe	1	1	25
4887	Knight's Gift	1905	Saw Divider	1	1	25
4887	Knight's Gift	2224	Infernocall Tomahawk	1	1	25
4887	Knight's Gift	2217	Dark Seed Axe	1	1	25
4887	Knight's Gift	2220	Scarlet Eye Axe	1	1	25
4887	Knight's Gift	3214	Winterizer Divider	1	1	25
4887	Knight's Gift	3217	Dark Impeller Divider	1	1	25
4887	Knight's Gift	3220	Immortal Power Crasher	1	1	25
4887	Knight's Gift	3223	Curselink Divider	1	1	25
4887	Knight's Gift	5226	Hell Impresa's Ax	1	1	25
4887	Knight's Gift	317	Battle Pick	1	1	50
4887	Knight's Gift	514	Savage Battle Club	1	1	50
4887	Knight's Gift	517	Centurion Hammer	1	1	50
4887	Knight's Gift	515	Helios Morningstar	1	1	50
4887	Knight's Gift	518	Guardian Maul	1	1	50
4887	Knight's Gift	516	Holy Warmace	1	1	50
4887	Knight's Gift	3225	Novarion Morningstar	1	1	50
4887	Knight's Gift	3228	Trial Maul	1	1	50
4887	Knight's Gift	3231	Hydrian Mace	1	1	50
4887	Knight's Gift	3234	Masterlink Maul	1	1	50
4887	Knight's Gift	5228	Mortalillusion Destroyer	1	1	50
4887	Knight's Gift	4017	Cruel Battle Club	1	1	15
4887	Knight's Gift	4018	Boundchaser Hammer	1	1	15
4887	Knight's Gift	4019	Arcadian Maul	1	1	15
4887	Knight's Gift	4020	Pythonhead Maul	1	1	15
4887	Knight's Gift	4021	Pure Warmace	1	1	15
4887	Knight's Gift	4022	Forcegatherer Morningstar	1	1	15
4887	Knight's Gift	4023	Fallenstigma Maul	1	1	15
4887	Knight's Gift	4024	Lost Valley Mace	1	1	15
4887	Knight's Gift	4588	Rune Sacrifice Maul	1	1	15
4887	Knight's Gift	4589	Shadow Obey's Destroyer	1	1	15
4887	Knight's Gift	1910	Cruel Battle Club	1	1	25
4887	Knight's Gift	2222	Boundchaser Hammer	1	1	25
4887	Knight's Gift	1912	Arcadian Maul	1	1	25
4887	Knight's Gift	2225	Pythonhead Maul	1	1	25
4887	Knight's Gift	1913	Pure Warmace	1	1	25
4887	Knight's Gift	3226	Forcegatherer Morningstar	1	1	25
4887	Knight's Gift	3229	Fallenstigma Maul	1	1	25
4887	Knight's Gift	3232	Lost Valley Mace	1	1	25
4887	Knight's Gift	3235	Rune Sacrifice Maul	1	1	25
4887	Knight's Gift	5229	Shadow Obey's Destroyer	1	1	25
4887	Knight's Gift	1914	Master Bastard Sword	1	1	50
4887	Knight's Gift	1915	Warrior Bastard Sword	1	1	50
4887	Knight's Gift	1917	Deadly Claymore	1	1	50
4887	Knight's Gift	492	Double Bastard Sword	1	1	50
4887	Knight's Gift	1920	Black Great Sword	1	1	50
4887	Knight's Gift	1922	Elysian Flamberge	1	1	50
4887	Knight's Gift	3237	Zillionbattle Slasher	1	1	50
4887	Knight's Gift	3240	Warseed Claymore	1	1	50
4887	Knight's Gift	3243	Gorebringer Bastard Sword	1	1	50
4887	Knight's Gift	3246	Guardiansoul Mightedge	1	1	50
4887	Knight's Gift	5231	Southerncross Slasher	1	1	50
4887	Knight's Gift	4025	Crimson Bastard Sword	1	1	15
4887	Knight's Gift	4026	Lunatic Flamberge	1	1	15
4887	Knight's Gift	4027	Battle Bastard Sword	1	1	15
4887	Knight's Gift	4028	Shining Riccaso	1	1	15
4887	Knight's Gift	4029	Lord Flamberge	1	1	15
4887	Knight's Gift	4030	Soulaway Slasher	1	1	15
4887	Knight's Gift	4031	Gloomoath Claymore	1	1	15
4887	Knight's Gift	4032	Nature Force Bastard Sword	1	1	15
4887	Knight's Gift	4590	Destinyruin Mightedge	1	1	15
4887	Knight's Gift	4591	Orbit Walker's Slahser	1	1	15
4887	Knight's Gift	1916	Crimson Bastard Sword	1	1	25
4887	Knight's Gift	1918	Lunatic Flamberge	1	1	25
4887	Knight's Gift	1919	Battle Bastard Sword	1	1	25
4887	Knight's Gift	1921	Shining Riccaso	1	1	25
4887	Knight's Gift	1923	Lord Flamberge	1	1	25
4887	Knight's Gift	3238	Soulaway Slasher	1	1	25
4887	Knight's Gift	3241	Gloomoath Claymore	1	1	25
4887	Knight's Gift	3244	Nature Force Bastard Sword	1	1	25
4887	Knight's Gift	3247	Destinyruin Mightedge	1	1	25
4887	Knight's Gift	5232	Orbit Walker's Slahser	1	1	25
4887	Knight's Gift	1924	Heavy Battle Poleaxe	1	1	50
4887	Knight's Gift	1925	Slash Halberd	1	1	50
4887	Knight's Gift	1927	Battle Bardiche	1	1	50
4887	Knight's Gift	1928	Soul Scythe	1	1	50
4887	Knight's Gift	1930	Double Voulge	1	1	50
4887	Knight's Gift	1931	Shimmering Poleaxe	1	1	50
4887	Knight's Gift	3249	Ghostcall Halberd	1	1	50
4887	Knight's Gift	3252	Bitterrage Bardiche	1	1	50
4887	Knight's Gift	3255	Idolrun Scythe	1	1	50
4887	Knight's Gift	3258	Howlingdone Halberd	1	1	50
4887	Knight's Gift	5234	Eternaltomb Halberd	1	1	50
4887	Knight's Gift	4033	Celestial Scythe	1	1	15
4887	Knight's Gift	4034	Cryland Bardiche	1	1	15
4887	Knight's Gift	4035	Dark Scythe	1	1	15
4887	Knight's Gift	4036	Spiritfallen Voulge	1	1	15
4887	Knight's Gift	4037	Throat Slasher	1	1	15
4887	Knight's Gift	4038	Wargrave Halberd	1	1	15
4887	Knight's Gift	4039	Coresweeper Bardiche	1	1	15
4887	Knight's Gift	4040	Agonyheart Scythe	1	1	15
4887	Knight's Gift	4592	Hexforce Halberd	1	1	15
4887	Knight's Gift	4593	Arcane Raid's Halberd	1	1	15
