TID	NAME	UseNormalAttack	HateRace	HateRacePercent	HateClass	HateClassPercent	FollowerTID	FollowerNUM	Max_CumulativeFollower	Min_UpkeepFollower	Skill1	SkillCondition	SkillCount	Skill2	SkillCondition	SkillCount	Skill3	SkillCondition	SkillCount	Skill4	SkillCondition	SkillCount	Skill5	SkillCondition	SkillCount	Item1	ItemUseHPLimit	ItemUseNumber	ItemUseInterval	Guard	GuardObject	PreemptiveType	PreemptiveCondition1	PreemptiveCondition2	PreemptiveCondition3	PreemptiveRange	Immunity	ImmunPercent	Attribute	SummonTID	SummonMaxCount	SearchEnemy	StopFight	Escape	EscapteHP	EscapeTime	EscapeNumber	LinkMonsterTID	LinkMonsterSight	HideMonster	HideMonsterHP	HideMonsterTime	MaintenanceRange	Helper	LootItem	LootItemTime	RandomTarget	PinchMonster	Visibility
4501	그린 웜	1	오크	110	궁수	110																										1	타겟;LV;90;이상;금지			7																							
4731	어린 바릭	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			7																							
141	거대 박쥐	1	인간	120	법사	110																										1	타겟;LV;90;이상;금지			7																							
4521	옐로우 웜	1	오크	120	전사	115																										1	타겟;LV;90;이상;금지			7																							
5041	쇠부리 바릭	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			7																							
1291	바위거미	1	인간	125	궁수	115																										1	타겟;LV;90;이상;금지			7																							
101	사슴	1	오크	125	법사	115																										1	타겟;LV;90;이상;금지			7																							
7771	레드 아이볼	1	인간	130	전사	120																										1	타겟;LV;90;이상;금지			7																							
201	고블린	1	오크	130	궁수	120																										1	타겟;LV;90;이상;금지			7																							
311	거대 나방	1	인간	110	법사	120																										1	타겟;LV;90;이상;금지			7																							
6481	그린 몰드	1	오크	110	전사	125																										1	타겟;LV;90;이상;금지			7																							
111	멧돼지	1	인간	120	궁수	125																										1	타겟;LV;90;이상;금지			7																							
821	동굴박쥐	1	오크	120	법사	125																										1	타겟;LV;90;이상;금지			7																							
8031	실크 아이볼	1	인간	125	전사	110																										1	타겟;LV;90;이상;금지			7																							
681	고블린 정찰자	1	오크	125	궁수	110																										1	타겟;LV;90;이상;금지			7																							
1201	붉은 나방	1	인간	130	법사	110																										1	타겟;LV;90;이상;금지			7																							
1171	워터바이퍼	1	오크	130	전사	115					193;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
361	바이퍼	1	인간	110	궁수	115																										1	타겟;LV;90;이상;금지			7																							
6461	블러드 큐브	1	오크	110	법사	115																										1	타겟;LV;90;이상;금지			7																							
3191	스파인울프	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
7151	마릴리스	1	오크	120	궁수	120																										1	타겟;LV;90;이상;금지			7																							
1191	워터바이퍼 메이지	1	인간	125	법사	120																										1	타겟;LV;90;이상;금지			7																							
711	바이퍼 전사	1	오크	125	전사	125																										1	타겟;LV;90;이상;금지			7																							
4711	놀 졸병	1	인간	100	궁수	100					195;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
691	고블린 레인저	1	인간	130	궁수	125																										1	타겟;LV;90;이상;금지			7																							
3231	영 레드스파인울프	1	오크	130	법사	125																										1	타겟;LV;90;이상;금지			7																							
891	크로울러	1	인간	110	전사	110																										1	타겟;LV;90;이상;금지			7																							
6401	고블린 호위병	1	오크	110	궁수	110																										1	타겟;LV;90;이상;금지			7																							
5001	놀 전사	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			7																							
2751	고블린 추장	1	인간	120	법사	110					179;1	HP;100%;이하	무한;	195;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
3251	레드스파인울프	1	오크	120	전사	115																										1	타겟;LV;90;이상;금지			7																							
1181	워터바이퍼 전사	1	인간	125	궁수	115																										1	타겟;LV;90;이상;금지			7																							
721	바이퍼 메이지	1	오크	125	법사	115																										1	타겟;LV;90;이상;금지			7																							
1281	화염 박쥐	1	인간	130	전사	120					196;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
841	블랙 크로울러	1	오크	130	궁수	120																										1	타겟;LV;90;이상;금지			7																							
5011	놀 돌격병	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			7																							
4811	놀 대왕	1	인간	100	궁수	100					373;1	HP;100%;이하	무한;	195;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
5051	검은 바릭	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			7																							
6411	영 다이어울프	1	인간	110	법사	120																										1	타겟;LV;90;이상;금지			7																							
4511	화이트드랜	1	오크	110	전사	125																										1	타겟;LV;90;이상;금지			7																							
261	리자드맨	1	인간	120	궁수	125																										1	타겟;LV;90;이상;금지			7																							
3371	바이퍼 킹	1	오크	120	법사	125					181;1	HP;100%;이하	무한;	193;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
7311	젊은 뱀파이어	1	인간	125	전사	110																										1	타겟;LV;90;이상;금지			7																							
7141	어린 라미아	1	오크	125	궁수	110																										1	타겟;LV;90;이상;금지			7																							
2991	미스트벅	1	인간	130	법사	110																										1	타겟;LV;90;이상;금지			7																							
321	스켈레톤	1	오크	130	전사	115																										1	타겟;LV;90;이상;금지			7																							
1211	그레이브 스켈레톤	1	인간	110	궁수	115																										1	타겟;LV;90;이상;금지			7																							
371	영 라이칸토	1	오크	110	법사	115																										1	타겟;LV;90;이상;금지			7																							
4751	밴딜리언 병사	1	인간	100	궁수	100					192;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2921	리자드맨 격투가	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
6431	영 만티코어	1	오크	120	궁수	120																										1	타겟;LV;90;이상;금지			7																							
731	스켈레톤 궁수	1	인간	125	법사	120																										1	타겟;LV;90;이상;금지			7																							
1221	스켈레톤 속사수	1	오크	125	전사	125					194;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
3311	파이어 라이칸토	1	인간	130	궁수	125					196;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
4701	데스 크로우	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			7																							
4781	스몰 브로큰	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			7																							
6441	브론즈드랜	1	오크	130	법사	125																										1	타겟;LV;90;이상;금지			7																							
2931	리자드맨 병사	1	인간	110	전사	110					197;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
741	스켈레톤 마법사	1	오크	110	궁수	110																										1	타겟;LV;90;이상;금지			7																							
1231	스켈레톤 주술사	1	인간	120	법사	110					192;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2971	매직 라이칸토	1	오크	120	전사	115					192;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
4591	영히드라	1	인간	125	궁수	115																										1	타겟;LV;90;이상;금지			7																							
4791	스몰 텐터클	1	인간	100	궁수	100					199;1	HP;100%;이하	무한;	430;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7			고정																				
5081	밴딜리언 정찰병	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			7																							
2861	땅굴 사슴	1	오크	125	법사	115																										1	타겟;LV;90;이상;금지			7																							
751	스켈레톤 기사	1	인간	130	전사	120																										1	타겟;LV;90;이상;금지			7																							
6451	젊은 앤트	1	오크	130	궁수	120																										1	타겟;LV;90;이상;금지			7																							
4771	스몰 볼텍스	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			7																							
2951	리자드맨 용사	1	인간	110	법사	120																										1	타겟;LV;90;이상;금지			7																							
761	스켈레톤 지휘관	1	오크	110	전사	125					182;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
6221	실버 라이칸토	1	인간	120	궁수	125					195;1;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			3																							
6471	블루 큐브	1	오크	120	법사	125																										1	타겟;LV;90;이상;금지			7																							
5091	밴딜리언 호위병	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			7																							
4841	밴딜리언 보스	1	인간	100	궁수	100					374;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
1261	리버고블린 정찰자	1	인간	125	전사	110					193;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
2941	리자드맨 정찰자	1	오크	125	궁수	110																										1	타겟;LV;90;이상;금지			7																							
7481	마릴리스 리퀴드	1	인간	130	법사	110																										1	타겟;LV;90;이상;금지			7																							
8041	비스트 아이볼	1	오크	130	전사	115																										1	타겟;LV;90;이상;금지			7																							
3261	정찰거미	1	인간	110	궁수	115																										1	타겟;LV;90;이상;금지			7																							
7571	크라바스	1	오크	110	법사	115																										1	타겟;LV;90;이상;금지			7																							
2901	리자드맨 도적	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			7																							
8051	데스 아이볼	1	오크	120	궁수	120																										1	타겟;LV;90;이상;금지			7																							
5151	브로큰 어벤져	1	인간	100	궁수	100					197;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
7681	호러 구울	1	인간	125	법사	120																										1	타겟;LV;90;이상;금지			7																							
7421	폼 라미아	1	오크	125	전사	125																										1	타겟;LV;90;이상;금지			7																							
2961	리자드맨 전사	1	인간	130	궁수	125																										1	타겟;LV;90;이상;금지			7																							
1251	리버고블린 도둑	1	오크	130	법사	125																										1	타겟;LV;90;이상;금지			7																							
3011	리자드맨 로드	1	인간	110	전사	110					183;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
4531	트롤노예	1	오크	110	궁수	110																										1	타겟;LV;90;이상;금지			7																							
5161	브로큰 가디언	1	인간	100	궁수	100					193;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
831	병정거미	1	인간	120	법사	110																										1	타겟;LV;90;이상;금지			7																							
131	큰멧돼지	1	오크	120	전사	115																										1	타겟;LV;90;이상;금지			7																							
3111	스톤이터	1	인간	125	궁수	115					195;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			7																							
6491	하드 큐브	1	오크	125	법사	115																										1	타겟;LV;90;이상;금지			7																							
4851	토탈 브로큰	1	인간	100	궁수	100					376;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			7																							
801	리버고블린 레인저	1	인간	130	전사	120																										1	타겟;LV;90;이상;금지			8																							
2791	다이어울프	1	오크	130	궁수	120																										1	타겟;LV;90;이상;금지			8																							
7201	룬박쥐	1	인간	110	법사	120																										1	타겟;LV;90;이상;금지			8																							
4541	트롤호위병	1	오크	110	전사	125																										1	타겟;LV;90;이상;금지			8																							
121	도적	1	인간	120	궁수	125																										1	타겟;LV;90;이상;금지			8																							
7491	마릴리스 레이디	1	오크	120	법사	125																										1	타겟;LV;90;이상;금지			8																							
4961	블러드 크로우	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
5171	와일드 텐터클	1	인간	100	궁수	100					196;1	HP;100%;이하	무한;	430;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8			고정																				
7381	레릭 구울	1	인간	125	전사	110																										1	타겟;LV;90;이상;금지			8																							
1161	질풍 멧돼지	1	오크	125	궁수	110																										1	타겟;LV;90;이상;금지			8																							
5111	커터 볼텍스	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
781	리버고블린 전사	1	인간	130	법사	110																										1	타겟;LV;90;이상;금지			8																							
7211	흡혈박쥐	1	오크	130	전사	115																										1	타겟;LV;90;이상;금지			8																							
181	바위 앤트	1	인간	110	궁수	115																										1	타겟;LV;90;이상;금지			8																							
341	트롤두목	1	오크	110	법사	115					120;1	HP;100%;이하	무한;	195;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
4741	캣 그리플러	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
1271	켄들베어	1	인간	120	전사	120					196;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
2851	도적 정찰자	1	오크	120	궁수	120																										1	타겟;LV;90;이상;금지			8																							
4571	그린드래곤 시드	1	인간	125	법사	120					377;1	HP;100%;이하	무한;	194;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
161	브론즈드래곤 시드	1	오크	125	전사	125					377;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
391	좀비	1	인간	130	궁수	125																										1	타겟;LV;90;이상;금지			8																							
5181	블레이드 텐터클	1	인간	100	궁수	100					430;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8			고정																				
5121	플라잉 볼텍스	1	인간	100	궁수	100					194;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
6361	본드래곤	1	인간	100	궁수	100					377;1	HP;100%;이하	무한;	193;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
2831	도적 병사	1	오크	130	법사	125																										1	타겟;LV;90;이상;금지			8																							
3271	카네지이터	1	인간	110	전사	110																										1	타겟;LV;90;이상;금지			8																							
4971	블레이드 크로우	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
5061	독 그리플러	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
3071	플레임베어	1	오크	110	궁수	110					196;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
2811	도적 돌격병	1	인간	120	법사	110					194;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
7221	거대 룬박쥐	1	오크	120	전사	115																										1	타겟;LV;90;이상;금지			8																							
4721	케인독 노예	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
4801	영 리쉬	1	인간	100	궁수	100					430;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8			고정																				
171	가고일	1	인간	125	궁수	115																										1	타겟;LV;90;이상;금지			8																							
2841	도적 암살자	1	오크	125	법사	115																										1	타겟;LV;90;이상;금지			8																							
851	좀비 리더	1	인간	130	전사	120																										1	타겟;LV;90;이상;금지			8																							
5131	니들 볼텍스	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
5071	실버 그리플러	1	인간	100	궁수	100					192;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
3091	가고일 볼트	1	오크	130	궁수	120					199;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
7131	구울	1	인간	110	법사	120																										1	타겟;LV;90;이상;금지			8																							
2821	큰칼 도적	1	오크	110	전사	125																										1	타겟;LV;90;이상;금지			8																							
1941	마법박쥐 리더	1	인간	120	궁수	125					187;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
4761	영 사바트	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
4981	가디언 크로우	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
901	구울베어	1	오크	120	법사	125																										1	타겟;LV;90;이상;금지			8																							
3351	아웃로	1	인간	125	전사	110																										1	타겟;LV;90;이상;금지			8																							
291	만티코어 킹	1	오크	125	궁수	110					125;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
861	좀비 로드	1	인간	130	법사	110					185;1	HP;100%;이하	무한;	195;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
5021	케인독 전투병	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
5191	와일드 리쉬	1	인간	100	궁수	100					197;1	HP;100%;이하	무한;	430;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8			고정																				
4831	그리플러 킹	1	인간	100	궁수	100					375;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
771	붉은멧돼지 임프	1	오크	130	전사	115																										1	타겟;LV;90;이상;금지			8																							
4991	나이트 크로우	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
5141	맨틀 볼텍스	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
2721	아라크노이드 드론	1	인간	110	궁수	115																										1	타겟;LV;90;이상;금지			8																							
4561	영 그리폰	1	오크	110	법사	115																										1	타겟;LV;90;이상;금지			8																							
5031	케인독 가디언	1	인간	100	궁수	100																										1	타겟;LV;90;이상;금지			8																							
5201	포이즌 리쉬	1	인간	100	궁수	100					430;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8			고정																				
2741	거대 은빛나방	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			8																							
7321	뱀파이어 윌	1	오크	120	궁수	120																										1	타겟;LV;90;이상;금지			8																							
5101	다크 사바트	1	인간	100	궁수	100					199;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
4821	케인독 대장	1	인간	100	궁수	100					372;1	HP;100%;이하	무한;	195;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
2731	아라크노이드 포이즌	1	인간	125	법사	120					197;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
1241	바람멧돼지 임프	1	오크	125	전사	125					194;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
871	숲사슴	1	인간	130	궁수	125																										1	타겟;LV;90;이상;금지			8																							
1931	아라크노이드 퀸	1	오크	130	법사	125					188;1	HP;100%;이하	무한;	197;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
3241	초록 독나방	1	인간	110	전사	110					197;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
4581	영 드레드울프	1	오크	110	궁수	110																										1	타겟;LV;90;이상;금지			8																							
3361	새도우베어	1	인간	120	법사	110																										1	타겟;LV;90;이상;금지			8																							
351	스프리건 졸병	1	오크	120	전사	115																										1	타겟;LV;90;이상;금지			8																							
51	스프리건 돌격병	1	인간	125	궁수	115																										1	타겟;LV;90;이상;금지			8																							
7431	라미아 메이드	1	오크	125	법사	115																										1	타겟;LV;90;이상;금지			8																							
3051	스프리건 경비병	1	인간	130	전사	120																										1	타겟;LV;90;이상;금지			8																							
3021	스프리건 전투병	1	오크	130	궁수	120																										1	타겟;LV;90;이상;금지			8																							
191	포레스트 버킷	1	인간	110	법사	120																										1	타겟;LV;90;이상;금지			8																							
2881	룬 웨어울프	1	오크	110	전사	125																										1	타겟;LV;90;이상;금지			8																							
241	히드라	1	인간	120	궁수	125					121;1	HP;100%;이하	무한;	193;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
3041	스프리건 추적병	1	오크	120	법사	125																										1	타겟;LV;90;이상;금지			8																							
3321	스프리건 전사	1	인간	125	전사	110																										1	타겟;LV;90;이상;금지			8																							
3101	갑옷 앤트	1	오크	125	궁수	110																										1	타겟;LV;90;이상;금지			8																							
2981	스펠 웨어울프	1	인간	130	법사	110					192;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
7561	회색곰	1	오크	130	전사	115																										1	타겟;LV;90;이상;금지			8																							
6371	스프리건 철갑병	1	인간	110	궁수	115																										1	타겟;LV;90;이상;금지			8																							
3081	블랙 웨어울프	1	오크	110	법사	115																										1	타겟;LV;90;이상;금지			8																							
8071	스프리건 호위병	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			8																							
221	스프리건 로드	1	오크	120	궁수	120					344;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
2891	아르카로스 노예	1	인간	125	법사	120					193;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
7331	뱀파이어	1	오크	125	전사	125																										1	타겟;LV;90;이상;금지			8																							
6501	블레이드 버킷	1	인간	130	궁수	125																										1	타겟;LV;90;이상;금지			8																							
3151	크래셔 웨어울프	1	오크	130	법사	125																										1	타겟;LV;90;이상;금지			8																							
791	홉고블린	1	인간	110	전사	110																										1	타겟;LV;90;이상;금지			8																							
7541	모벳 키드	1	오크	110	궁수	110																										1	타겟;LV;90;이상;금지			8																							
7511	마릴리스 노블	1	인간	120	법사	110																										1	타겟;LV;90;이상;금지			8																							
3161	영 고르곤	1	오크	120	전사	115																										1	타겟;LV;90;이상;금지			8																							
2911	아르카로스 노예대장	1	인간	125	궁수	115																										1	타겟;LV;90;이상;금지			8																							
7231	켄타우르스 기마병	1	오크	125	법사	115																										1	타겟;LV;90;이상;금지			8																							
811	홉고블린 리더	1	인간	130	전사	120																										1	타겟;LV;90;이상;금지			8																							
3211	유령 도적	1	오크	130	궁수	120																										1	타겟;LV;90;이상;금지			8																							
6301	다크와이번	1	인간	110	법사	120					195;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
3341	홉고블린 족장	1	오크	110	전사	125					180;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
7551	모벳 라지윙	1	인간	120	궁수	125																										1	타겟;LV;90;이상;금지			8																							
6321	드레드울프	1	오크	120	법사	125																										1	타겟;LV;90;이상;금지			8																							
7501	마릴리스 세일러	1	인간	125	전사	110																										1	타겟;LV;90;이상;금지			8																							
7261	켄타우르스 윈드러너	1	오크	125	궁수	110					194;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
3381	서브제로	1	인간	130	법사	110																										1	타겟;LV;90;이상;금지			8																							
7441	파운틴 라미아	1	오크	130	전사	115																										1	타겟;LV;90;이상;금지			8																							
1361	어린 하피	1	인간	110	궁수	115																										1	타겟;LV;90;이상;금지			8																							
7521	마릴리스 카운테스	1	오크	110	법사	115																										1	타겟;LV;90;이상;금지			8																							
3141	레인 앤트	1	인간	120	전사	120																										1	타겟;LV;90;이상;금지			8																							
7271	켄타우르스 정찰자	1	오크	120	궁수	120																										1	타겟;LV;90;이상;금지			8																							
231	하피	1	인간	125	법사	120																										1	타겟;LV;90;이상;금지			8																							
7531	와일드 모벳	1	오크	125	전사	125																										1	타겟;LV;90;이상;금지			8																							
7161	마릴리스 프린세스	1	인간	130	궁수	125					345;1	HP;100%;이하	무한;	193;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
3281	나이트벅	1	오크	130	법사	125																										1	타겟;LV;90;이상;금지			8																							
3301	나이트 앤트	1	인간	110	전사	110																										1	타겟;LV;90;이상;금지			8																							
7301	켄타우르스 사냥꾼	1	오크	110	궁수	110																										1	타겟;LV;90;이상;금지			8																							
3201	윈드윙 하피	1	인간	120	법사	110					194;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
7111	모벳 로드	1	오크	120	전사	115					187;1	HP;100%;이하	무한;	192;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
7281	켄타우르스 에어본	1	인간	125	궁수	115																										1	타겟;LV;90;이상;금지			8																							
7101	썬더 그리폰	1	오크	125	법사	115																										1	타겟;LV;90;이상;금지			8																							
7341	뱀파이어 매지션	1	인간	130	전사	120																										1	타겟;LV;90;이상;금지			8																							
2871	가디언 앤트	1	오크	130	궁수	120																										1	타겟;LV;90;이상;금지			8																							
7291	켄타우르스 궁수	1	인간	110	법사	120																										1	타겟;LV;90;이상;금지			8																							
3331	하피 에어워커	1	오크	110	전사	125					194;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
3131	썬더 고르곤	1	인간	120	궁수	125																										1	타겟;LV;90;이상;금지			8																							
8461	제부스	1	오크	120	전사	100																										1	타겟;LV;90;이상;금지			8																							
8471	어린 브란	1	문엘프	120	궁수	100					192;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
271	앤트 로드	1	오크	120	법사	125					346;1	HP;100%;이하	무한;	195;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
2691	켄타우르스 대장	1	인간	125	전사	110					184;1	HP;100%;이하	무한;	194;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
1351	하피 퀸	1	오크	125	궁수	110					186;1	HP;100%;이하	무한;	199;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
7371	뱀파이어 기사	1	인간	130	법사	110																										1	타겟;LV;90;이상;금지			8																							
8481	로담 크러셔	1	인간	120	법사	100																										1	타겟;LV;90;이상;금지			8																							
8321	에우리알레 병사	1	문엘프	120	궁수	100					197;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
7181	그리폰	1	오크	130	전사	115					124;1	HP;100%;이하	무한;	193;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
7361	뱀파이어 호러	1	인간	110	궁수	115																										1	타겟;LV;90;이상;금지			8																							
8491	영 투르카벤	1	오크	120	궁수	100																										1	타겟;LV;90;이상;금지			8																							
8501	몰이 브란	1	문엘프	120	궁수	100																										1	타겟;LV;90;이상;금지			8																							
7451	라미아 레이디	1	오크	110	법사	115																										1	타겟;LV;90;이상;금지			8																							
8511	로담 브레이커	1	인간	120	법사	100																										1	타겟;LV;90;이상;금지			8																							
8521	스틸 투르카벤	1	오크	120	궁수	100																										1	타겟;LV;90;이상;금지			8																							
7241	뱀파이어 프린스	1	인간	120	전사	120					347;1	HP;100%;이하	무한;	198;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
7391	파이어 구울	1	오크	120	궁수	120																										1	타겟;LV;90;이상;금지			8																							
8531	습격 브란	1	문엘프	120	궁수	100																										1	타겟;LV;90;이상;금지			8																							
8541	듀리븐 서처	1	오크	120	전사	100					192;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
7461	라미아 마법사	1	인간	125	법사	120																										1	타겟;LV;90;이상;금지			8																							
8551	로바톰	1	인간	120	전사	100					199;1	HP;100%;이하	무한;																			1	타겟;LV;90;이상;금지			8																							
8561	레드플랙 경비병	1	인간	120	법사	100																										1	타겟;LV;90;이상;금지			8																							
7401	에인션트 구울	1	오크	125	전사	125																										1	타겟;LV;90;이상;금지			8																							
8571	레드플랙 습격병	1	문엘프	120	법사	100																										1	타겟;LV;90;이상;금지			8																							
8161	영 호크애로우	1	오크	120	법사	100																										1	타겟;LV;90;이상;금지			8																							
7471	라미아 퀸	1	인간	130	궁수	125					348;1	HP;100%;이하	무한;	193;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
7121	골렘	1	오크	130	법사	125																										1	타겟;LV;90;이상;금지			8																							
7411	빅베놈 구울	1	인간	110	전사	110																										1	타겟;LV;90;이상;금지			8																							
8581	레드플랙 철갑병	1	오크	120	전사	100																										1	타겟;LV;90;이상;금지			8																							
8591	듀리븐 슬럭	1	인간	120	전사	100																										1	타겟;LV;90;이상;금지			8																							
8601	레드플랙 전투병	1	인간	120	전사	100																										1	타겟;LV;90;이상;금지			8																							
8261	와일드 호크애로우	1	오크	120	법사	100																										1	타겟;LV;90;이상;금지			8																							
7251	구울 킹	1	오크	110	궁수	110					349;1	HP;100%;이하	무한;	197;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
3031	메탈 골렘	1	인간	120	법사	110																										1	타겟;LV;90;이상;금지			8																							
8611	소드 투르카벤	1	문엘프	120	궁수	100																										1	타겟;LV;90;이상;금지			8																							
8621	트랜콥스 씬	1	오크	120	법사	100																										1	타겟;LV;90;이상;금지			8																							
7171	기간테스	1	오크	120	전사	115					350;1	HP;100%;이하	무한;	196;1	HP;100%;이하	무한;																1	타겟;LV;90;이상;금지			8																							
8631	듀리븐 폴른	1	인간	120	전사	100																										1	타겟;LV;90;이상;금지			8																							
8281	블랙 호크애로우	1	오크	120	전사	100																										1	타겟;LV;90;이상;금지			8																							
