MonsterName	MonsterTID	ItemCount	ItemName	ItemTID	Min	Max	Rate
Loki	329	2		1865	1	1	500
Loki	329	2		1870	1	1	500
Loki	329	2		1875	1	1	500
Loki	329	2		1880	1	1	500
Loki	329	2		1885	1	1	500
Loki	329	2		6074	1	1	500
Fire Lycanto	331	2		5028	1	1	30
Fire Lycanto	331	2		1855	1	1	500
Fire Lycanto	331	2		1860	1	1	500
Fire Lycanto	331	2		1890	1	1	500
Fire Lycanto	331	2		1865	1	1	500
Fire Lycanto	331	2		1870	1	1	500
Fire Lycanto	331	2		1875	1	1	500
Fire Lycanto	331	2		1880	1	1	500
Fire Lycanto	331	2		1885	1	1	500
Fire Lycanto	331	2		6074	1	1	500
Harpy Airwalker	333	1		1857	1	1	500
Harpy Airwalker	333	1		1862	1	1	500
Harpy Airwalker	333	1		1892	1	1	500
Harpy Airwalker	333	1		1867	1	1	500
Harpy Airwalker	333	1		1872	1	1	500
Harpy Airwalker	333	1		1877	1	1	500
Harpy Airwalker	333	1		1882	1	1	500
Harpy Airwalker	333	1		1887	1	1	500
Harpy Airwalker	333	1		6076	1	1	500
Hobgoblin Chief	334	2		5019	1	1	30
Hobgoblin Chief	334	2		5009	1	1	20
Hobgoblin Chief	334	2		1856	1	1	500
Hobgoblin Chief	334	2		1861	1	1	500
Hobgoblin Chief	334	2		1891	1	1	500
Hobgoblin Chief	334	2		1866	1	1	500
Hobgoblin Chief	334	2		1871	1	1	500
Hobgoblin Chief	334	2		1876	1	1	500
Hobgoblin Chief	334	2		1881	1	1	500
Hobgoblin Chief	334	2		1886	1	1	500
Hobgoblin Chief	334	2		6075	1	1	500
Viper King	337	2		5005	1	1	30
Viper King	337	2		5028	1	1	30
Viper King	337	2		1855	1	1	500
Viper King	337	2		1860	1	1	500
Viper King	337	2		1890	1	1	500
Viper King	337	2		1865	1	1	500
Viper King	337	2		1870	1	1	500
Viper King	337	2		1875	1	1	500
Viper King	337	2		1880	1	1	500
Viper King	337	2		1885	1	1	500
Viper King	337	2		6074	1	1	500
Homunklus Commander	342	1		5023	1	1	30
Chiming Illusion	347	1		5013	1	1	30
Lyrin Shocktrooper	350	2		5022	1	1	30
Lyrin Shocktrooper	350	2		1857	1	1	500
Lyrin Shocktrooper	350	2		1862	1	1	500
Lyrin Shocktrooper	350	2		1892	1	1	500
Lyrin Shocktrooper	350	2		1867	1	1	500
Lyrin Shocktrooper	350	2		1872	1	1	500
Lyrin Shocktrooper	350	2		1877	1	1	500
Lyrin Shocktrooper	350	2		1882	1	1	500
Lyrin Shocktrooper	350	2		1887	1	1	500
Lyrin Shocktrooper	350	2		6076	1	1	500
Effel Commander	351	1		5013	1	1	30
Effel Commander	351	1		5023	1	1	30
Sharkan Alpha	352	1		5014	1	1	30
Gast Commander	353	2		5022	1	1	30
Gast Commander	353	2		1857	1	1	500
Gast Commander	353	2		1862	1	1	500
Gast Commander	353	2		1892	1	1	500
Gast Commander	353	2		1867	1	1	500
Gast Commander	353	2		1872	1	1	500
Gast Commander	353	2		1877	1	1	500
Gast Commander	353	2		1882	1	1	500
Gast Commander	353	2		1887	1	1	500
Gast Commander	353	2		6076	1	1	500
Roton Commander	354	1		5013	1	1	30
Roton Commander	354	1		5023	1	1	30
Inquisitor Vard	355	1		5014	1	1	30
Merfolk Queen	356	2		5022	1	1	30
Merfolk Queen	356	2		1857	1	1	500
Merfolk Queen	356	2		1862	1	1	500
Merfolk Queen	356	2		1892	1	1	500
Merfolk Queen	356	2		1867	1	1	500
Merfolk Queen	356	2		1872	1	1	500
Merfolk Queen	356	2		1877	1	1	500
Merfolk Queen	356	2		1882	1	1	500
Merfolk Queen	356	2		1887	1	1	500
Merfolk Queen	356	2		6076	1	1	500
Vynil Boss	357	1		5013	1	1	30
Vynil Boss	357	1		5023	1	1	30
Latan Troll Overseer	358	1		5014	1	1	30
Harlequin MkIV	359	2		5014	1	1	30
Harlequin MkIV	359	2		4801	1	1	1200
Harlequin MkIV	359	2		4800	1	1	1875
Harlequin MkIV	359	2		6053	1	1	250
Harlequin MkIV	359	2		591	1	1	100
Harlequin MkIV	359	2		1849	1	1	100
Harlequin MkIV	359	2		592	1	1	100
Hind Mech	360	2		5014	1	1	30
Hind Mech	360	2		5024	1	1	30
Hind Mech	360	2		4801	1	1	1600
Hind Mech	360	2		4800	1	1	2500
Hind Mech	360	2		6053	1	1	250
Hind Mech	360	2		591	1	1	100
Hind Mech	360	2		1849	1	1	100
Hind Mech	360	2		592	1	1	100
Plaguefish	362	2		5014	1	1	30
Plaguefish	362	2		5024	1	1	30
Plaguefish	362	2		4801	1	1	400
Plaguefish	362	2		6053	1	1	250
Plaguefish	362	2		594	1	1	100
Plaguefish	362	2		1837	1	1	100
Plaguefish	362	2		595	1	1	100
Teslon Sentry	363	2		5014	1	1	30
Teslon Sentry	363	2		4801	1	1	1200
Teslon Sentry	363	2		4800	1	1	1875
Teslon Sentry	363	2		6053	1	1	250
Teslon Sentry	363	2		591	1	1	100
Teslon Sentry	363	2		1849	1	1	100
Teslon Sentry	363	2		592	1	1	100
Spore Lynx	364	2		5014	1	1	30
Spore Lynx	364	2		5024	1	1	30
Spore Lynx	364	2		4801	1	1	400
Spore Lynx	364	2		3311	1	1	500
Spore Lynx	364	2		6053	1	1	250
Spore Lynx	364	2		594	1	1	100
Spore Lynx	364	2		1837	1	1	100
Spore Lynx	364	2		595	1	1	100
Limpit	365	2		5014	1	1	30
Limpit	365	2		5024	1	1	30
Limpit	365	2		4801	1	1	400
Limpit	365	2		3311	1	1	500
Limpit	365	2		6053	1	1	250
Limpit	365	2		594	1	1	100
Limpit	365	2		1837	1	1	100
Limpit	365	2		595	1	1	100
Gene Bora	366	2		5024	1	1	30
Gene Bora	366	2		5014	1	1	30
Gene Bora	366	2		4801	1	1	800
Gene Bora	366	2		3311	1	1	500
Gene Bora	366	2		6053	1	1	250
Gene Bora	366	2		594	1	1	100
Gene Bora	366	2		1837	1	1	100
Gene Bora	366	2		595	1	1	100
Exohas	376	2		451	1	1	100000
Rotin	388	1		5026	1	1	30
Embalmed Attendant	389	2		5010	1	1	15
Embalmed Attendant	389	2		5020	1	1	30
Embalmed Attendant	389	2		1857	1	1	500
Embalmed Attendant	389	2		1862	1	1	500
Embalmed Attendant	389	2		1892	1	1	500
Embalmed Attendant	389	2		1867	1	1	500
Embalmed Attendant	389	2		1872	1	1	500
Embalmed Attendant	389	2		1877	1	1	500
Embalmed Attendant	389	2		1882	1	1	500
Embalmed Attendant	389	2		1887	1	1	500
Embalmed Attendant	389	2		6076	1	1	500
Burial Raider	410	2		5010	1	1	15
Burial Raider	410	2		1857	1	1	500
Burial Raider	410	2		1862	1	1	500
Burial Raider	410	2		1892	1	1	500
Burial Raider	410	2		1867	1	1	500
Burial Raider	410	2		1872	1	1	500
Burial Raider	410	2		1877	1	1	500
Burial Raider	410	2		1882	1	1	500
Burial Raider	410	2		1887	1	1	500
Burial Raider	410	2		6076	1	1	500
Amus the Judge	424	2		5019	1	1	30
Amus the Judge	424	2		1857	1	1	500
Amus the Judge	424	2		1862	1	1	500
Amus the Judge	424	2		1892	1	1	500
Amus the Judge	424	2		1867	1	1	500
Amus the Judge	424	2		1872	1	1	500
Amus the Judge	424	2		1877	1	1	500
Amus the Judge	424	2		1882	1	1	500
Amus the Judge	424	2		1887	1	1	500
Amus the Judge	424	2		6076	1	1	500
Ramin the Devourer	425	2		5019	1	1	30
Ramin the Devourer	425	2		1857	1	1	500
Ramin the Devourer	425	2		1862	1	1	500
Ramin the Devourer	425	2		1892	1	1	500
Ramin the Devourer	425	2		1867	1	1	500
Ramin the Devourer	425	2		1872	1	1	500
Ramin the Devourer	425	2		1877	1	1	500
Ramin the Devourer	425	2		1882	1	1	500
Ramin the Devourer	425	2		1887	1	1	500
Ramin the Devourer	425	2		6076	1	1	500
Invader Commander [Vigorore]	428	3		6352	2	2	100000
Invader Commander [Vigorore]	428	3		14531	20	20	100000
Invader Commander [Vigorore]	428	3		14542	3	3	100000
Invader Commander [Vigorore]	428	3		1175	15	15	100000
Invader Commander [Vigorore]	428	3		1178	15	15	100000
Invader Commander [Vigorore]	428	3		14591	15	15	100000
Rockpick	455	2		5005	1	1	30
Rockpick	455	2		5028	1	1	30
Rockpick	455	2		1855	1	1	500
Rockpick	455	2		1860	1	1	500
Rockpick	455	2		1890	1	1	500
Rockpick	455	2		1865	1	1	500
Rockpick	455	2		1870	1	1	500
Rockpick	455	2		1875	1	1	500
Rockpick	455	2		1880	1	1	500
Rockpick	455	2		1885	1	1	500
Rockpick	455	2		6074	1	1	500
Green Dragon Cid	457	2		451	1	1	100000
Gnoll Soldier	471	1		5005	1	1	30
Bandillion Soldier	475	2		5028	1	1	30
Bandillion Soldier	475	2		1855	1	1	500
Bandillion Soldier	475	2		1860	1	1	500
Bandillion Soldier	475	2		1890	1	1	500
Bandillion Soldier	475	2		1865	1	1	500
Bandillion Soldier	475	2		1870	1	1	500
Bandillion Soldier	475	2		1875	1	1	500
Bandillion Soldier	475	2		1880	1	1	500
Bandillion Soldier	475	2		1885	1	1	500
Bandillion Soldier	475	2		6074	1	1	500
Small Tentacle	479	1		1855	1	1	500
Small Tentacle	479	1		1860	1	1	500
Small Tentacle	479	1		1890	1	1	500
Small Tentacle	479	1		1865	1	1	500
Small Tentacle	479	1		1870	1	1	500
Small Tentacle	479	1		1875	1	1	500
Small Tentacle	479	1		1880	1	1	500
Small Tentacle	479	1		1885	1	1	500
Small Tentacle	479	1		6074	1	1	500
Gnoll King	481	2		451	1	1	100000
Canedog Commander	482	2		451	1	1	100000
Grippler King	483	2		5015	1	1	20
Grippler King	483	2		5016	1	1	25
Grippler King	483	2		5017	1	1	30
Grippler King	483	2		1856	1	1	500
Grippler King	483	2		1861	1	1	500
Grippler King	483	2		1891	1	1	500
Grippler King	483	2		1866	1	1	500
Grippler King	483	2		1871	1	1	500
Grippler King	483	2		1876	1	1	500
Grippler King	483	2		1881	1	1	500
Grippler King	483	2		1886	1	1	500
Grippler King	483	2		6075	1	1	500
Bandillion Boss	484	2		451	1	1	100000
Total Broken	485	2		5027	1	1	30
Total Broken	485	2		1855	1	1	500
Total Broken	485	2		1860	1	1	500
Total Broken	485	2		1890	1	1	500
Total Broken	485	2		1865	1	1	500
Total Broken	485	2		1870	1	1	500
Total Broken	485	2		1875	1	1	500
Total Broken	485	2		1880	1	1	500
Total Broken	485	2		1885	1	1	500
Total Broken	485	2		6074	1	1	500
Silver Grippler	507	2		5007	1	1	10
Silver Grippler	507	2		5015	1	1	20
Silver Grippler	507	2		5016	1	1	25
Silver Grippler	507	2		5017	1	1	30
Silver Grippler	507	2		1856	1	1	500
Silver Grippler	507	2		1861	1	1	500
Silver Grippler	507	2		1891	1	1	500
Silver Grippler	507	2		1866	1	1	500
Silver Grippler	507	2		1871	1	1	500
Silver Grippler	507	2		1876	1	1	500
Silver Grippler	507	2		1881	1	1	500
Silver Grippler	507	2		1886	1	1	500
Silver Grippler	507	2		6075	1	1	500
Dark Sabbat	510	2		5008	1	1	30
Dark Sabbat	510	2		1856	1	1	500
Dark Sabbat	510	2		1861	1	1	500
Dark Sabbat	510	2		1891	1	1	500
Dark Sabbat	510	2		1866	1	1	500
Dark Sabbat	510	2		1871	1	1	500
Dark Sabbat	510	2		1876	1	1	500
Dark Sabbat	510	2		1881	1	1	500
Dark Sabbat	510	2		1886	1	1	500
Dark Sabbat	510	2		6075	1	1	500
Flying Voltex	512	2		5007	1	1	10
Flying Voltex	512	2		1856	1	1	500
Flying Voltex	512	2		1861	1	1	500
Flying Voltex	512	2		1891	1	1	500
Flying Voltex	512	2		1866	1	1	500
Flying Voltex	512	2		1871	1	1	500
Flying Voltex	512	2		1876	1	1	500
Flying Voltex	512	2		1881	1	1	500
Flying Voltex	512	2		1886	1	1	500
Flying Voltex	512	2		6075	1	1	500
Broken Avenger	515	2		5006	1	1	20
Broken Avenger	515	2		5027	1	1	30
Broken Avenger	515	2		1855	1	1	500
Broken Avenger	515	2		1860	1	1	500
Broken Avenger	515	2		1890	1	1	500
Broken Avenger	515	2		1865	1	1	500
Broken Avenger	515	2		1870	1	1	500
Broken Avenger	515	2		1875	1	1	500
Broken Avenger	515	2		1880	1	1	500
Broken Avenger	515	2		1885	1	1	500
Broken Avenger	515	2		6074	1	1	500
Broken Guardian	516	2		5006	1	1	20
Broken Guardian	516	2		5027	1	1	30
Broken Guardian	516	2		1855	1	1	500
Broken Guardian	516	2		1860	1	1	500
Broken Guardian	516	2		1890	1	1	500
Broken Guardian	516	2		1865	1	1	500
Broken Guardian	516	2		1870	1	1	500
Broken Guardian	516	2		1875	1	1	500
Broken Guardian	516	2		1880	1	1	500
Broken Guardian	516	2		1885	1	1	500
Broken Guardian	516	2		6074	1	1	500
Wild Tentacle	517	1		1855	1	1	500
Wild Tentacle	517	1		1860	1	1	500
Wild Tentacle	517	1		1890	1	1	500
Wild Tentacle	517	1		1865	1	1	500
Wild Tentacle	517	1		1870	1	1	500
Wild Tentacle	517	1		1875	1	1	500
Wild Tentacle	517	1		1880	1	1	500
Wild Tentacle	517	1		1885	1	1	500
Wild Tentacle	517	1		6074	1	1	500
Wild Lich	519	2		5015	1	1	20
Wild Lich	519	2		5016	1	1	25
Wild Lich	519	2		5017	1	1	30
Wild Lich	519	2		1856	1	1	500
Wild Lich	519	2		1861	1	1	500
Wild Lich	519	2		1891	1	1	500
Wild Lich	519	2		1866	1	1	500
Wild Lich	519	2		1871	1	1	500
Wild Lich	519	2		1876	1	1	500
Wild Lich	519	2		1881	1	1	500
Wild Lich	519	2		1886	1	1	500
Wild Lich	519	2		6075	1	1	500
Forgotten Ruler	523	1		1855	1	1	500
Forgotten Ruler	523	1		1860	1	1	500
Forgotten Ruler	523	1		1890	1	1	500
Forgotten Ruler	523	1		1865	1	1	500
Forgotten Ruler	523	1		1870	1	1	500
Forgotten Ruler	523	1		1875	1	1	500
Forgotten Ruler	523	1		1880	1	1	500
Forgotten Ruler	523	1		1885	1	1	500
Forgotten Ruler	523	1		6074	1	1	500
Green Dragon Exilaikon	530	2		5008	1	1	30
Green Dragon Exilaikon	530	2		1856	1	1	500
Green Dragon Exilaikon	530	2		1861	1	1	500
Green Dragon Exilaikon	530	2		1891	1	1	500
Green Dragon Exilaikon	530	2		1866	1	1	500
Green Dragon Exilaikon	530	2		1871	1	1	500
Green Dragon Exilaikon	530	2		1876	1	1	500
Green Dragon Exilaikon	530	2		1881	1	1	500
Green Dragon Exilaikon	530	2		1886	1	1	500
Green Dragon Exilaikon	530	2		6075	1	1	500
King of the Dead	533	1		1855	1	1	500
King of the Dead	533	1		1860	1	1	500
King of the Dead	533	1		1890	1	1	500
King of the Dead	533	1		1865	1	1	500
King of the Dead	533	1		1870	1	1	500
King of the Dead	533	1		1875	1	1	500
King of the Dead	533	1		1880	1	1	500
King of the Dead	533	1		1885	1	1	500
King of the Dead	533	1		6074	1	1	500
Brown Dragon Galkyuaran	540	2		5008	1	1	30
Brown Dragon Galkyuaran	540	2		1856	1	1	500
Brown Dragon Galkyuaran	540	2		1861	1	1	500
Brown Dragon Galkyuaran	540	2		1891	1	1	500
Brown Dragon Galkyuaran	540	2		1866	1	1	500
Brown Dragon Galkyuaran	540	2		1871	1	1	500
Brown Dragon Galkyuaran	540	2		1876	1	1	500
Brown Dragon Galkyuaran	540	2		1881	1	1	500
Brown Dragon Galkyuaran	540	2		1886	1	1	500
Brown Dragon Galkyuaran	540	2		6075	1	1	500
Bloodborn Darkbracer	547	2		5019	1	1	30
Bloodborn Darkbracer	547	2		1857	1	1	500
Bloodborn Darkbracer	547	2		1862	1	1	500
Bloodborn Darkbracer	547	2		1892	1	1	500
Bloodborn Darkbracer	547	2		1867	1	1	500
Bloodborn Darkbracer	547	2		1872	1	1	500
Bloodborn Darkbracer	547	2		1877	1	1	500
Bloodborn Darkbracer	547	2		1882	1	1	500
Bloodborn Darkbracer	547	2		1887	1	1	500
Bloodborn Darkbracer	547	2		6076	1	1	500
Bloodborn Shaman	549	1		1857	1	1	500
Bloodborn Shaman	549	1		1862	1	1	500
Bloodborn Shaman	549	1		1892	1	1	500
Bloodborn Shaman	549	1		1867	1	1	500
Bloodborn Shaman	549	1		1872	1	1	500
Bloodborn Shaman	549	1		1877	1	1	500
Bloodborn Shaman	549	1		1882	1	1	500
Bloodborn Shaman	549	1		1887	1	1	500
Bloodborn Shaman	549	1		6076	1	1	500
Reckles	550	1		1857	1	1	500
Reckles	550	1		1862	1	1	500
Reckles	550	1		1892	1	1	500
Reckles	550	1		1867	1	1	500
Reckles	550	1		1872	1	1	500
Reckles	550	1		1877	1	1	500
Reckles	550	1		1882	1	1	500
Reckles	550	1		1887	1	1	500
Reckles	550	1		6076	1	1	500
Curse Lupin	554	1		1857	1	1	500
Curse Lupin	554	1		1862	1	1	500
Curse Lupin	554	1		1892	1	1	500
Curse Lupin	554	1		1867	1	1	500
Curse Lupin	554	1		1872	1	1	500
Curse Lupin	554	1		1877	1	1	500
Curse Lupin	554	1		1882	1	1	500
Curse Lupin	554	1		1887	1	1	500
Curse Lupin	554	1		6076	1	1	500
Karencha	555	1		1857	1	1	500
Karencha	555	1		1862	1	1	500
Karencha	555	1		1892	1	1	500
Karencha	555	1		1867	1	1	500
Karencha	555	1		1872	1	1	500
Karencha	555	1		1877	1	1	500
Karencha	555	1		1882	1	1	500
Karencha	555	1		1887	1	1	500
Karencha	555	1		6076	1	1	500
Sevent	558	1		1857	1	1	500
Sevent	558	1		1862	1	1	500
Sevent	558	1		1892	1	1	500
Sevent	558	1		1867	1	1	500
Sevent	558	1		1872	1	1	500
Sevent	558	1		1877	1	1	500
Sevent	558	1		1882	1	1	500
Sevent	558	1		1887	1	1	500
Sevent	558	1		6076	1	1	500
Lucibel	563	2		5019	1	1	30
Lucibel	563	2		1857	1	1	500
Lucibel	563	2		1862	1	1	500
Lucibel	563	2		1892	1	1	500
Lucibel	563	2		1867	1	1	500
Lucibel	563	2		1872	1	1	500
Lucibel	563	2		1877	1	1	500
Lucibel	563	2		1882	1	1	500
Lucibel	563	2		1887	1	1	500
Lucibel	563	2		6076	1	1	500
Shakhan	615	2		5005	1	1	30
Shakhan	615	2		5028	1	1	30
Shakhan	615	2		1855	1	1	500
Shakhan	615	2		1860	1	1	500
Shakhan	615	2		1890	1	1	500
Shakhan	615	2		1865	1	1	500
Shakhan	615	2		1870	1	1	500
Shakhan	615	2		1875	1	1	500
Shakhan	615	2		1880	1	1	500
Shakhan	615	2		1885	1	1	500
Shakhan	615	2		6074	1	1	500
Halluminel	617	2		5028	1	1	30
Halluminel	617	2		1855	1	1	500
Halluminel	617	2		1860	1	1	500
Halluminel	617	2		1890	1	1	500
Halluminel	617	2		1865	1	1	500
Halluminel	617	2		1870	1	1	500
Halluminel	617	2		1875	1	1	500
Halluminel	617	2		1880	1	1	500
Halluminel	617	2		1885	1	1	500
Halluminel	617	2		6074	1	1	500
Boss Samuel	618	2		451	1	1	100000
Arniel	619	2		5006	1	1	20
Arniel	619	2		1855	1	1	500
Arniel	619	2		1860	1	1	500
Arniel	619	2		1890	1	1	500
Arniel	619	2		1865	1	1	500
Arniel	619	2		1870	1	1	500
Arniel	619	2		1875	1	1	500
Arniel	619	2		1880	1	1	500
Arniel	619	2		1885	1	1	500
Arniel	619	2		6074	1	1	500
Kaijan	620	2		451	1	1	100000
Lady Lien	621	1		1855	1	1	500
Lady Lien	621	1		1860	1	1	500
Lady Lien	621	1		1890	1	1	500
Lady Lien	621	1		1865	1	1	500
Lady Lien	621	1		1870	1	1	500
Lady Lien	621	1		1875	1	1	500
Lady Lien	621	1		1880	1	1	500
Lady Lien	621	1		1885	1	1	500
Lady Lien	621	1		6074	1	1	500
Silver Lycanto	622	2		5006	1	1	20
Silver Lycanto	622	2		1855	1	1	500
Silver Lycanto	622	2		1860	1	1	500
Silver Lycanto	622	2		1890	1	1	500
Silver Lycanto	622	2		1865	1	1	500
Silver Lycanto	622	2		1870	1	1	500
Silver Lycanto	622	2		1875	1	1	500
Silver Lycanto	622	2		1880	1	1	500
Silver Lycanto	622	2		1885	1	1	500
Silver Lycanto	622	2		6074	1	1	500
Hukarung	623	2		5007	1	1	10
Hukarung	623	2		1855	1	1	500
Hukarung	623	2		1860	1	1	500
Hukarung	623	2		1890	1	1	500
Hukarung	623	2		1865	1	1	500
Hukarung	623	2		1870	1	1	500
Hukarung	623	2		1875	1	1	500
Hukarung	623	2		1880	1	1	500
Hukarung	623	2		1885	1	1	500
Hukarung	623	2		6074	1	1	500
Bleezers	624	2		5007	1	1	10
Bleezers	624	2		5015	1	1	20
Bleezers	624	2		5016	1	1	25
Bleezers	624	2		5017	1	1	30
Bleezers	624	2		1856	1	1	500
Bleezers	624	2		1861	1	1	500
Bleezers	624	2		1891	1	1	500
Bleezers	624	2		1866	1	1	500
Bleezers	624	2		1871	1	1	500
Bleezers	624	2		1876	1	1	500
Bleezers	624	2		1881	1	1	500
Bleezers	624	2		1886	1	1	500
Bleezers	624	2		6075	1	1	500
Ankagious	625	2		5007	1	1	10
Ankagious	625	2		5015	1	1	20
Ankagious	625	2		5016	1	1	25
Ankagious	625	2		5017	1	1	30
Ankagious	625	2		1856	1	1	500
Ankagious	625	2		1861	1	1	500
Ankagious	625	2		1891	1	1	500
Ankagious	625	2		1866	1	1	500
Ankagious	625	2		1871	1	1	500
Ankagious	625	2		1876	1	1	500
Ankagious	625	2		1881	1	1	500
Ankagious	625	2		1886	1	1	500
Ankagious	625	2		6075	1	1	500
Jewel Digger	626	1		6170	1	1	100000
Jewel Digger	626	1		13598	1	1	100000
Lakatamara	627	2		5008	1	1	30
Lakatamara	627	2		1856	1	1	500
Lakatamara	627	2		1861	1	1	500
Lakatamara	627	2		1891	1	1	500
Lakatamara	627	2		1866	1	1	500
Lakatamara	627	2		1871	1	1	500
Lakatamara	627	2		1876	1	1	500
Lakatamara	627	2		1881	1	1	500
Lakatamara	627	2		1886	1	1	500
Lakatamara	627	2		6075	1	1	500
Wilnar	628	2		5008	1	1	30
Wilnar	628	2		1856	1	1	500
Wilnar	628	2		1861	1	1	500
Wilnar	628	2		1891	1	1	500
Wilnar	628	2		1866	1	1	500
Wilnar	628	2		1871	1	1	500
Wilnar	628	2		1876	1	1	500
Wilnar	628	2		1881	1	1	500
Wilnar	628	2		1886	1	1	500
Wilnar	628	2		6075	1	1	500
Queen Firianes	629	2		5008	1	1	30
Queen Firianes	629	2		5018	1	1	10
Queen Firianes	629	2		1856	1	1	500
Queen Firianes	629	2		1861	1	1	500
Queen Firianes	629	2		1891	1	1	500
Queen Firianes	629	2		1866	1	1	500
Queen Firianes	629	2		1871	1	1	500
Queen Firianes	629	2		1876	1	1	500
Queen Firianes	629	2		1881	1	1	500
Queen Firianes	629	2		1886	1	1	500
Queen Firianes	629	2		6075	1	1	500
Dark Wyvern	630	2		5009	1	1	20
Dark Wyvern	630	2		1856	1	1	500
Dark Wyvern	630	2		1861	1	1	500
Dark Wyvern	630	2		1891	1	1	500
Dark Wyvern	630	2		1866	1	1	500
Dark Wyvern	630	2		1871	1	1	500
Dark Wyvern	630	2		1876	1	1	500
Dark Wyvern	630	2		1881	1	1	500
Dark Wyvern	630	2		1886	1	1	500
Dark Wyvern	630	2		6075	1	1	500
Darkhan	631	2		5008	1	1	30
Darkhan	631	2		5018	1	1	10
Darkhan	631	2		1856	1	1	500
Darkhan	631	2		1861	1	1	500
Darkhan	631	2		1891	1	1	500
Darkhan	631	2		1866	1	1	500
Darkhan	631	2		1871	1	1	500
Darkhan	631	2		1876	1	1	500
Darkhan	631	2		1881	1	1	500
Darkhan	631	2		1886	1	1	500
Darkhan	631	2		6075	1	1	500
Charasuka	635	1		1856	1	1	500
Charasuka	635	1		1861	1	1	500
Charasuka	635	1		1891	1	1	500
Charasuka	635	1		1866	1	1	500
Charasuka	635	1		1871	1	1	500
Charasuka	635	1		1876	1	1	500
Charasuka	635	1		1881	1	1	500
Charasuka	635	1		1886	1	1	500
Charasuka	635	1		6075	1	1	500
Bone Dragon	636	2		451	1	1	100000
Dartan	638	2		5007	1	1	10
Dartan	638	2		1856	1	1	500
Dartan	638	2		1861	1	1	500
Dartan	638	2		1891	1	1	500
Dartan	638	2		1866	1	1	500
Dartan	638	2		1871	1	1	500
Dartan	638	2		1876	1	1	500
Dartan	638	2		1881	1	1	500
Dartan	638	2		1886	1	1	500
Dartan	638	2		6075	1	1	500
Gazuth	642	1		6351	1	1	400
Gazuth	642	1		13588	1	1	45
Gazuth	642	1		13589	1	1	45
Gazuth	642	1		13590	1	1	45
Gazuth	642	1		13591	1	1	45
Gazuth	642	1		13592	1	1	45
Gazuth	642	1		13598	1	1	200
Gazuth	642	1		14531	1	1	167
Gazuth	642	1		7394	1	1	10000
Gazuth	642	1		3311	1	1	500
Windmempsi	653	2		5008	1	1	30
Windmempsi	653	2		1856	1	1	500
Windmempsi	653	2		1861	1	1	500
Windmempsi	653	2		1891	1	1	500
Windmempsi	653	2		1866	1	1	500
Windmempsi	653	2		1871	1	1	500
Windmempsi	653	2		1876	1	1	500
Windmempsi	653	2		1881	1	1	500
Windmempsi	653	2		1886	1	1	500
Windmempsi	653	2		6075	1	1	500
Queen of the Dead	654	2		5009	1	1	20
Queen of the Dead	654	2		1856	1	1	500
Queen of the Dead	654	2		1861	1	1	500
Queen of the Dead	654	2		1891	1	1	500
Queen of the Dead	654	2		1866	1	1	500
Queen of the Dead	654	2		1871	1	1	500
Queen of the Dead	654	2		1876	1	1	500
Queen of the Dead	654	2		1881	1	1	500
Queen of the Dead	654	2		1886	1	1	500
Queen of the Dead	654	2		6075	1	1	500
Pharaoh King	656	2		451	1	1	100000
Euriale Lord	657	1		451	1	1	100000
Prince Arien	658	2		5007	1	1	10
Prince Arien	658	2		1855	1	1	500
Prince Arien	658	2		1860	1	1	500
Prince Arien	658	2		1890	1	1	500
Prince Arien	658	2		1865	1	1	500
Prince Arien	658	2		1870	1	1	500
Prince Arien	658	2		1875	1	1	500
Prince Arien	658	2		1880	1	1	500
Prince Arien	658	2		1885	1	1	500
Prince Arien	658	2		6074	1	1	500
Karkaen	659	1		1856	1	1	500
Karkaen	659	1		1861	1	1	500
Karkaen	659	1		1891	1	1	500
Karkaen	659	1		1866	1	1	500
Karkaen	659	1		1871	1	1	500
Karkaen	659	1		1876	1	1	500
Karkaen	659	1		1881	1	1	500
Karkaen	659	1		1886	1	1	500
Karkaen	659	1		6075	1	1	500
Mury	660	1		1856	1	1	500
Mury	660	1		1861	1	1	500
Mury	660	1		1891	1	1	500
Mury	660	1		1866	1	1	500
Mury	660	1		1871	1	1	500
Mury	660	1		1876	1	1	500
Mury	660	1		1881	1	1	500
Mury	660	1		1886	1	1	500
Mury	660	1		6075	1	1	500
Ankra	661	1		1856	1	1	500
Ankra	661	1		1861	1	1	500
Ankra	661	1		1891	1	1	500
Ankra	661	1		1866	1	1	500
Ankra	661	1		1871	1	1	500
Ankra	661	1		1876	1	1	500
Ankra	661	1		1881	1	1	500
Ankra	661	1		1886	1	1	500
Ankra	661	1		6075	1	1	500
Fodon	662	2		5008	1	1	30
Fodon	662	2		1856	1	1	500
Fodon	662	2		1861	1	1	500
Fodon	662	2		1891	1	1	500
Fodon	662	2		1866	1	1	500
Fodon	662	2		1871	1	1	500
Fodon	662	2		1876	1	1	500
Fodon	662	2		1881	1	1	500
Fodon	662	2		1886	1	1	500
Fodon	662	2		6075	1	1	500
Shaconne	663	2		5008	1	1	30
Shaconne	663	2		5018	1	1	10
Shaconne	663	2		1856	1	1	500
Shaconne	663	2		1861	1	1	500
Shaconne	663	2		1891	1	1	500
Shaconne	663	2		1866	1	1	500
Shaconne	663	2		1871	1	1	500
Shaconne	663	2		1876	1	1	500
